old_location,cell,old_numeric_token,old_context,new_value,unit,status,current_artifact,MR,CL,Word_status
D-P097,,"9,758","The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",9857,events,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\core_metrics.csv,"MR09,MR10,MR13","CL01,CL03",not_modified
D-P097,,16,"The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR09,MR10,MR13","CL01,CL03",not_modified
D-P097,,4,"The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR09,MR10,MR13","CL01,CL03",not_modified
D-P097,,0.62,"The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR09,MR10,MR13","CL01,CL03",not_modified
D-P097,,0.75,"The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR09,MR10,MR13","CL01,CL03",not_modified
D-P097,,1.43,"The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR09,MR10,MR13","CL01,CL03",not_modified
D-P097,,1.71,"The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR09,MR10,MR13","CL01,CL03",not_modified
D-P097,,1.00,"The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR09,MR10,MR13","CL01,CL03",not_modified
D-P097,,1.28,"The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR09,MR10,MR13","CL01,CL03",not_modified
D-P097,,8,"The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR09,MR10,MR13","CL01,CL03",not_modified
D-P097,,8,"The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR09,MR10,MR13","CL01,CL03",not_modified
D-P097,,8,"The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR09,MR10,MR13","CL01,CL03",not_modified
D-P097,,12.7,"The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR09,MR10,MR13","CL01,CL03",not_modified
D-P097,,"9,758","The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",9857,events,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\core_metrics.csv,"MR09,MR10,MR13","CL01,CL03",not_modified
D-P097,,8,"The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",,requires_semantic_interpretation,old_combined_sentence_requires_rewrite; all current numerical components in named dataset; not automatic substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR09,MR10,MR13","CL01,CL03",not_modified
D-P097,,"9,857","The recovery model described in Section 3.3 was re-estimated on the subset of incidents for which the Cause Code identifies weather as the direct cause, rather than the combined weather- and asset-related sample used elsewhere in this paper. This subset contains 9,758 incidents, about 16 percent of the main sample. Table 4 compares the two samples directly. The quadratic gust term is close to the same magnitude in both samples and remains significant in both. The marginal contribution of gust to out-of-sample R-squared more than doubles, from between 0.62 and 0.75 percentage points in the main sample to between 1.43 and 1.71 percentage points in the weather-only subset, and now exceeds the marginal contribution of affected customers, which falls to between 1.00 and 1.28 percentage points in this subset. Figure 8 shows this comparison. Figure 8a reports the exposure margin, where the marginal contribution of gust falls from a positive value in the main sample to a small negative value in the weather-only subset, the only instance of a negative bar among all of the figures reported in this paper. Figure 8b reports the recovery margin, where the relative height of the gust and affected-customers bars is reversed between the two samples, from affected customers roughly 12.7 times the height of gust in the main sample to gust slightly exceeding affected customers in the weather-only subset. The weather-attributed recovery sample contains 9,758 incidents; the corresponding exposure sample shown in Figure 8 contains 9,857. Since each sample has its own outcome variance and covariate distribution, the change in R-squared increment is not evidence that a physical wind effect has doubled. The comparison establishes an ordering of reported point estimates between these two variable groups, rather than dominance over all possible predictors.",9857,events,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\core_metrics.csv,"MR09,MR10,MR13","CL01,CL03",not_modified
D-P098,,4,"Table 4. Marginal out-of-sample R-squared, main sample versus weather-only subset.",,requires_semantic_interpretation,cross_reference_or_caption; content changes recorded in coverage,,,,not_modified
D-T04,row2col3,+1.07,+1.07 pp,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR12,MR13","CL03,CL04",not_modified
D-T04,row2col4,-0.15,-0.15 pp,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR12,MR13","CL03,CL04",not_modified
D-T04,row3col3,0.62,0.62-0.75 pp,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR12,MR13","CL03,CL04",not_modified
D-T04,row3col3,-0.75,0.62-0.75 pp,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR12,MR13","CL03,CL04",not_modified
D-T04,row3col4,1.43,1.43-1.71 pp,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR12,MR13","CL03,CL04",not_modified
D-T04,row3col4,-1.71,1.43-1.71 pp,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR12,MR13","CL03,CL04",not_modified
D-T04,row4col3,7.73,7.73-7.87 pp,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR12,MR13","CL03,CL04",not_modified
D-T04,row4col3,-7.87,7.73-7.87 pp,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR12,MR13","CL03,CL04",not_modified
D-T04,row4col4,1.00,1.00-1.28 pp,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR12,MR13","CL03,CL04",not_modified
D-T04,row4col4,-1.28,1.00-1.28 pp,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\H0_R1_B1_increments.csv,"MR12,MR13","CL03,CL04",not_modified
D-P100,,8,"Figure 8. Marginal out-of-sample R-squared, main sample versus weather-only subset. (a) Exposure margin. (b) Recovery margin, gust and affected customers shown separately.",,requires_semantic_interpretation,cross_reference_or_caption; content changes recorded in coverage,,MR13,CL03,not_modified
D-P101,,0.15,"For exposure, adding gust reduces mean out-of-fold R-squared by 0.15 percentage points in the weather-attributed sample. This is an unfavourable predictive result for that comparison, although it does not by itself negate a positive fitted quadratic coefficient. Appendix G documents an association between cause classification and gust: the weather-related share rises from 6.89 percent in the lowest gust decile to 56.10 percent in the highest. The share of observations below 10.69 m/s is 63.70 percent in the full exposure sample and 36.83 percent in the weather-attributed subset. This reduced low-gust coverage is a plausible contributor to the exposure result. The descriptive evidence does not establish it as the sole cause, and restricted covariate support can also affect recovery-model estimates.",0.382246342941095,R² percentage points; sign changes to positive,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\core_metrics.csv,MR12,"CL03,CL04",not_modified
D-P101,,6.89,"For exposure, adding gust reduces mean out-of-fold R-squared by 0.15 percentage points in the weather-attributed sample. This is an unfavourable predictive result for that comparison, although it does not by itself negate a positive fitted quadratic coefficient. Appendix G documents an association between cause classification and gust: the weather-related share rises from 6.89 percent in the lowest gust decile to 56.10 percent in the highest. The share of observations below 10.69 m/s is 63.70 percent in the full exposure sample and 36.83 percent in the weather-attributed subset. This reduced low-gust coverage is a plausible contributor to the exposure result. The descriptive evidence does not establish it as the sole cause, and restricted covariate support can also affect recovery-model estimates.",6.933842239185751,percent; main-population deciles,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,MR12,"CL03,CL04",not_modified
