Incident Reference,new_date_utc,fold,candidate_main_E0,candidate_main_R0c,candidate_weather_E0,candidate_weather_R0c
FREP-338897-Z,2022-11-06,3,True,True,False,False
FREP-338898-G,2023-11-04,3,True,True,False,False
FREP-338898-Z,2022-11-29,2,True,True,False,False
FREP-338899-G,2023-11-04,3,True,True,False,False
FREP-338899-Z,2022-11-06,3,True,True,True,True
FREP-338906-Z,2022-11-06,3,True,True,False,False
FREP-338907-J,2024-02-06,0,True,True,False,False
FREP-338912-Z,2022-11-06,3,True,True,False,False
FREP-338919-G,2023-11-04,3,True,True,False,False
FREP-338921-Z,2022-11-06,3,True,True,False,False
FREP-338923-J,2024-02-06,0,True,True,False,False
FREP-338925-Z,2022-11-06,3,True,True,False,False
FREP-338926-G,2023-11-04,3,True,True,False,False
FREP-338926-Z,2022-11-06,3,True,True,False,False
FREP-338927-G,2023-11-04,3,True,True,False,False
FREP-338927-Z,2022-11-06,3,True,True,False,False
FREP-338928-J,2024-02-06,0,True,True,False,False
FREP-338931-Z,2022-11-06,3,True,True,False,False
FREP-338937-Z,2023-02-08,2,True,True,False,False
FREP-338943-G,2023-11-04,3,True,True,False,False
FREP-338945-Z,2022-11-06,3,True,True,False,False
FREP-338948-Z,2022-11-06,3,True,True,False,False
FREP-338951-G,2023-11-04,3,True,True,True,True
FREP-338952-Z,2022-11-06,3,True,True,True,True
FREP-338954-Z,2022-11-06,3,True,True,False,False
FREP-338958-G,2023-11-04,3,True,True,False,False
FREP-338960-Z,2022-11-07,2,True,True,False,False
FREP-338962-J,2024-02-07,1,True,True,False,False
FREP-338965-G,2023-11-05,1,True,True,True,True
FREP-338965-Z,2022-11-06,3,True,True,False,False
FREP-338967-G,2023-11-05,1,True,True,False,False
FREP-338968-Z,2022-11-06,3,True,True,False,False
FREP-338969-Z,2022-11-07,2,True,True,False,False
FREP-338970-J,2024-02-07,1,True,True,False,False
FREP-338971-G,2023-11-05,1,True,True,True,True
FREP-338971-J,2024-02-07,1,True,True,False,False
FREP-338972-G,2023-11-05,1,True,True,True,True
FREP-338975-Z,2022-11-07,2,True,True,False,False
FREP-338976-Z,2022-11-07,2,True,True,False,False
FREP-338978-J,2024-02-09,2,True,True,False,False
FREP-338978-Z,2022-11-07,2,True,True,False,False
FREP-338980-Z,2022-11-07,2,True,True,False,False
FREP-338981-G,2023-11-05,1,True,True,True,True
FREP-338982-Z,2022-11-07,2,True,True,False,False
FREP-338987-J,2024-02-07,1,True,True,False,False
FREP-338987-Z,2022-11-07,2,True,True,False,False
FREP-338988-Z,2022-11-07,2,True,True,False,False
FREP-338994-G,2023-11-05,1,True,True,False,False
FREP-338996-Z,2022-11-07,2,True,True,False,False
FREP-338999-G,2023-11-05,1,True,True,False,False
FREP-3390-I,2021-06-17,2,True,True,False,False
FREP-339001-J,2024-02-07,1,True,True,False,False
FREP-339006-G,2023-11-05,1,True,True,False,False
FREP-339008-Z,2022-11-07,2,True,True,False,False
FREP-339009-J,2024-02-07,1,True,True,False,False
FREP-339011-G,2023-11-08,3,True,True,True,True
FREP-339013-J,2024-02-07,1,True,True,False,False
FREP-339015-G,2023-11-05,1,True,True,False,False
FREP-339017-G,2023-11-09,3,True,True,False,False
FREP-339017-Z,2022-11-07,2,True,True,False,False
FREP-339024-G,2023-11-05,1,True,True,False,False
FREP-339025-G,2023-11-05,1,True,True,False,False
FREP-339026-J,2024-02-07,1,True,True,False,False
FREP-339026-Z,2022-11-07,2,True,True,False,False
FREP-339028-G,2023-11-05,1,True,True,True,True
FREP-339031-G,2023-11-05,1,True,True,False,False
FREP-339035-G,2023-11-05,1,True,True,False,False
FREP-339037-J,2024-02-07,1,True,True,False,False
FREP-339040-Z,2022-11-07,2,True,True,False,False
FREP-339041-Z,2022-11-07,2,True,True,False,False
FREP-339043-G,2023-11-05,1,True,True,True,True
FREP-339046-G,2023-11-05,1,True,True,True,True
FREP-339047-G,2023-11-05,1,True,True,True,True
FREP-339049-G,2023-11-05,1,True,True,False,False
FREP-339052-G,2023-11-05,1,True,True,False,False
FREP-339056-J,2024-02-14,4,True,True,False,False
FREP-339057-Z,2022-11-07,2,True,True,False,False
FREP-339059-G,2023-11-05,1,True,True,False,False
FREP-339069-G,2023-11-05,1,True,True,False,False
FREP-339073-J,2024-02-07,1,True,True,False,False
FREP-339078-G,2023-11-06,3,True,True,False,False
FREP-339079-J,2024-02-07,1,True,True,False,False
FREP-339080-G,2023-11-06,3,True,True,False,False
FREP-339084-G,2023-11-06,3,True,True,True,True
FREP-339085-G,2023-11-06,3,True,True,False,False
FREP-339087-J,2024-02-19,4,True,True,False,False
FREP-339089-G,2023-11-06,3,True,True,True,True
FREP-339094-J,2024-02-08,3,True,True,False,False
FREP-339095-G,2023-11-06,3,True,True,False,False
FREP-339095-J,2024-02-08,3,True,True,False,False
FREP-339095-Z,2022-11-07,2,True,True,False,False
FREP-339096-J,2024-02-08,3,True,True,False,False
FREP-339099-Z,2022-11-07,2,True,True,False,False
FREP-339100-G,2023-11-16,3,True,True,False,False
FREP-339101-Z,2023-02-06,4,True,True,False,False
FREP-339104-Z,2022-11-07,2,True,True,False,False
FREP-339105-Z,2022-11-07,2,True,True,False,False
FREP-339106-Z,2022-11-07,2,True,True,False,False
FREP-339109-J,2024-02-08,3,True,True,False,False
FREP-339111-G,2023-11-06,3,True,True,False,False
FREP-339112-G,2023-11-06,3,True,True,False,False
FREP-339115-Z,2022-11-21,2,True,True,False,False
FREP-339120-G,2023-11-06,3,True,True,False,False
FREP-339120-J,2024-02-08,3,True,True,False,False
FREP-339120-Z,2022-11-07,2,True,True,False,False
FREP-339122-J,2024-02-08,3,True,True,False,False
FREP-339123-J,2024-02-08,3,True,True,False,False
FREP-339129-Z,2022-11-07,2,True,True,False,False
FREP-339131-G,2023-11-06,3,True,True,False,False
FREP-339139-Z,2022-11-07,2,True,True,False,False
FREP-339161-Z,2022-11-07,2,True,True,False,False
FREP-339165-Z,2022-11-07,2,True,True,False,False
FREP-339166-G,2023-11-06,3,True,True,False,False
FREP-339173-G,2023-11-06,3,True,True,False,False
FREP-339182-J,2024-02-09,2,True,True,False,False
FREP-339184-G,2023-11-06,3,True,True,False,False
FREP-339184-J,2024-02-08,3,True,True,False,False
FREP-339187-Z,2022-11-07,2,True,True,False,False
FREP-339191-J,2024-02-08,3,True,True,False,False
FREP-339192-J,2024-02-08,3,True,True,False,False
FREP-339198-G,2023-11-06,3,True,True,False,False
FREP-339198-J,2024-02-08,3,True,True,False,False
FREP-339209-Z,2022-11-08,2,True,True,False,False
FREP-339210-G,2023-12-14,1,True,True,False,False
FREP-339210-Z,2022-11-07,2,True,True,False,False
FREP-339211-J,2024-02-08,3,True,True,False,False
FREP-339212-J,2024-02-08,3,True,True,False,False
FREP-339216-J,2024-02-09,2,True,True,False,False
FREP-339218-J,2024-02-09,2,True,True,False,False
FREP-339220-J,2024-02-09,2,True,True,False,False
FREP-339221-J,2024-02-23,0,True,True,False,False
FREP-339224-G,2023-11-06,3,True,True,False,False
FREP-339225-G,2023-11-06,3,True,True,False,False
FREP-339227-Z,2022-11-07,2,True,True,False,False
FREP-339228-Z,2022-11-07,2,True,True,False,False
FREP-339238-Z,2022-11-08,2,True,True,False,False
FREP-339239-Z,2022-11-07,2,True,True,False,False
FREP-339240-Z,2022-11-07,2,True,True,False,False
FREP-339242-Z,2022-11-07,2,True,True,False,False
FREP-339244-G,2023-11-07,2,True,True,False,False
FREP-339248-Z,2022-11-07,2,True,True,False,False
FREP-339254-G,2023-11-07,2,True,True,False,False
FREP-339260-J,2024-02-20,1,True,True,False,False
FREP-339269-G,2023-11-10,2,True,True,False,False
FREP-339269-Z,2022-11-08,2,True,True,False,False
FREP-339280-Z,2022-11-08,2,True,True,True,True
FREP-339281-Z,2022-11-08,2,True,True,False,False
FREP-339282-J,2024-02-09,2,True,True,False,False
FREP-339284-G,2023-11-07,2,True,True,False,False
FREP-339288-J,2024-02-09,2,True,True,False,False
FREP-339291-G,2023-11-07,2,True,True,True,True
FREP-339291-Z,2022-11-08,2,True,True,False,False
FREP-339298-G,2023-11-07,2,True,True,False,False
FREP-339300-G,2023-11-06,3,True,True,False,False
FREP-339319-J,2024-02-09,2,True,True,False,False
FREP-339321-J,2024-02-09,2,True,True,False,False
FREP-339322-Z,2022-11-08,2,True,True,False,False
FREP-339323-Z,2022-11-08,2,True,True,False,False
FREP-339325-J,2024-02-09,2,True,True,False,False
FREP-339335-J,2024-02-09,2,True,True,False,False
FREP-339343-Z,2022-11-08,2,True,True,False,False
FREP-339346-J,2024-03-08,1,True,True,False,False
FREP-339349-J,2024-02-09,2,True,True,False,False
FREP-339350-J,2024-02-09,2,True,True,False,False
FREP-339356-Z,2022-11-08,2,True,True,False,False
FREP-339358-G,2023-11-07,2,True,True,False,False
FREP-339361-J,2024-02-10,2,True,True,False,False
FREP-339363-J,2024-02-10,2,True,True,False,False
FREP-339365-Z,2022-11-08,2,True,True,False,False
FREP-339366-J,2024-02-26,2,True,True,False,False
FREP-339368-G,2023-11-07,2,True,True,False,False
FREP-339370-J,2024-02-11,4,True,True,False,False
FREP-339372-G,2023-11-07,2,True,True,False,False
FREP-339374-G,2023-11-07,2,True,True,False,False
FREP-339374-J,2024-02-10,2,True,True,False,False
FREP-339376-J,2024-02-10,2,True,True,False,False
FREP-339377-Z,2022-11-22,3,True,True,False,False
FREP-339378-J,2024-02-10,2,True,True,False,False
FREP-339379-J,2024-02-10,2,True,True,False,False
FREP-339383-G,2023-11-08,3,True,True,False,False
FREP-339384-J,2024-02-10,2,True,True,False,False
FREP-339385-G,2023-11-08,3,True,True,False,False
FREP-339387-G,2023-11-08,3,True,True,False,False
FREP-339390-G,2023-11-08,3,True,True,True,True
FREP-339391-J,2024-02-10,2,True,True,False,False
FREP-339393-Z,2022-11-09,4,True,True,False,False
FREP-339401-G,2023-11-08,3,True,True,False,False
FREP-339409-G,2023-11-08,3,True,True,True,True
FREP-339409-Z,2022-11-08,2,True,True,True,True
FREP-339410-G,2023-11-08,3,True,True,False,False
FREP-339412-G,2023-11-08,3,True,True,False,False
FREP-339417-Z,2022-11-08,2,True,True,False,False
FREP-339420-J,2024-02-10,2,True,True,False,False
FREP-339422-G,2023-11-08,3,True,True,True,True
FREP-339424-J,2024-02-10,2,True,True,False,False
FREP-339425-G,2023-11-08,3,True,True,False,False
FREP-339427-Z,2022-11-08,2,True,True,False,False
FREP-339428-G,2023-11-08,3,True,True,False,False
FREP-339433-J,2024-02-10,2,True,True,False,False
FREP-339447-G,2023-11-08,3,True,True,False,False
FREP-339447-Z,2022-11-30,0,True,True,True,True
FREP-339448-G,2023-11-08,3,True,True,False,False
FREP-339452-Z,2022-11-08,2,True,True,False,False
FREP-339453-G,2023-11-09,3,True,True,False,False
FREP-339454-J,2024-02-11,4,True,True,False,False
FREP-339455-J,2024-02-11,4,True,True,False,False
FREP-339457-Z,2022-11-10,0,True,True,False,False
FREP-339458-J,2024-02-11,4,True,True,False,False
FREP-339459-J,2024-02-11,4,True,True,False,False
FREP-339461-Z,2022-11-08,2,True,True,False,False
FREP-339463-G,2023-11-08,3,True,True,False,False
FREP-339468-J,2024-02-11,4,True,True,False,False
FREP-339469-G,2023-11-08,3,True,True,False,False
FREP-339473-J,2024-02-11,4,True,True,False,False
FREP-339474-J,2024-02-11,4,True,True,False,False
FREP-339475-G,2023-11-08,3,True,True,False,False
FREP-339477-J,2024-02-11,4,True,True,False,False
FREP-339482-Z,2022-11-08,2,True,True,False,False
FREP-339487-Z,2022-11-10,0,True,True,False,False
FREP-339490-J,2024-02-12,0,True,True,False,False
FREP-339492-Z,2022-11-08,2,True,True,True,True
FREP-339493-J,2024-02-12,0,True,True,False,False
FREP-339498-Z,2022-11-08,2,True,True,False,False
FREP-339505-G,2023-11-12,4,True,True,False,False
FREP-339505-J,2024-02-12,0,True,True,False,False
FREP-339507-J,2024-02-12,0,True,True,False,False
FREP-339512-Z,2022-11-08,2,True,True,False,False
FREP-339516-G,2023-11-08,3,True,True,False,False
FREP-339516-J,2024-02-12,0,True,True,False,False
FREP-339519-J,2024-02-12,0,True,True,False,False
FREP-339526-G,2023-11-09,3,True,True,False,False
FREP-339527-G,2023-11-09,3,True,True,False,False
FREP-339538-G,2023-11-09,3,True,True,False,False
FREP-339550-Z,2022-11-08,2,True,True,False,False
FREP-339555-G,2023-11-22,0,True,True,False,False
FREP-339555-J,2024-02-12,0,True,True,False,False
FREP-339555-Z,2022-11-08,2,True,True,False,False
FREP-339556-J,2024-02-08,3,True,True,False,False
FREP-339558-J,2024-02-08,3,True,True,False,False
FREP-339559-J,2024-02-08,3,True,True,False,False
FREP-339560-J,2024-02-23,0,True,True,False,False
FREP-339561-J,2024-02-08,3,True,True,False,False
FREP-339562-J,2024-02-08,3,True,True,False,False
FREP-339563-J,2024-02-08,3,True,True,False,False
FREP-339564-J,2024-02-14,4,True,True,False,False
FREP-339572-Z,2022-11-09,4,True,True,False,False
FREP-339574-J,2024-02-12,0,True,True,False,False
FREP-339575-Z,2022-11-09,4,True,True,False,False
FREP-339578-Z,2022-11-09,4,True,True,True,True
FREP-339579-Z,2022-11-09,4,True,True,False,False
FREP-339581-Z,2022-11-09,4,True,True,True,True
FREP-339584-G,2023-11-09,3,True,True,False,False
FREP-339584-J,2024-02-14,4,True,True,False,False
FREP-339585-G,2023-11-09,3,True,True,False,False
FREP-339587-J,2024-02-13,0,True,True,False,False
FREP-339589-Z,2022-11-09,4,True,True,False,False
FREP-339590-J,2024-02-13,0,True,True,False,False
FREP-339591-Z,2022-11-09,4,True,True,False,False
FREP-339592-J,2024-02-12,0,True,True,False,False
FREP-339598-Z,2022-11-09,4,True,True,False,False
FREP-339601-G,2023-11-09,3,True,True,False,False
FREP-339601-J,2024-02-13,0,True,True,False,False
FREP-339607-Z,2022-11-09,4,True,True,False,False
FREP-339619-J,2024-02-13,0,True,True,False,False
FREP-339621-Z,2022-11-09,4,True,True,False,False
FREP-339623-Z,2022-11-11,3,True,True,False,False
FREP-339630-Z,2022-11-09,4,True,True,False,False
FREP-339632-G,2023-11-15,4,True,True,False,False
FREP-339633-Z,2022-11-15,2,True,True,False,False
FREP-339635-G,2023-11-09,3,True,True,False,False
FREP-339639-J,2024-02-13,0,True,True,False,False
FREP-339646-J,2024-02-13,0,True,True,False,False
FREP-339654-G,2023-11-09,3,True,True,False,False
FREP-339663-G,2023-11-10,2,True,True,False,False
FREP-339668-G,2023-11-10,2,True,True,False,False
FREP-339668-Z,2022-11-09,4,True,True,False,False
FREP-339669-G,2023-11-10,2,True,True,False,False
FREP-339677-J,2024-02-13,0,True,True,False,False
FREP-339682-J,2024-02-13,0,True,True,False,False
FREP-339686-J,2024-02-14,4,True,True,False,False
FREP-339687-J,2024-02-14,4,True,True,False,False
FREP-339689-J,2024-02-14,4,True,True,False,False
FREP-339693-J,2024-02-14,4,True,True,False,False
FREP-339698-J,2024-02-14,4,True,True,False,False
FREP-339700-J,2024-03-01,2,True,True,False,False
FREP-339703-Z,2022-11-09,4,True,True,False,False
FREP-339706-Z,2022-11-09,4,True,True,False,False
FREP-339707-G,2024-01-08,1,True,True,False,False
FREP-339709-J,2024-02-14,4,True,True,False,False
FREP-339712-J,2024-02-28,1,True,True,False,False
FREP-339715-G,2023-11-10,2,True,True,False,False
FREP-339718-J,2024-02-14,4,True,True,False,False
FREP-339719-G,2023-11-10,2,True,True,False,False
FREP-339736-G,2023-11-20,1,True,True,False,False
FREP-339736-Z,2022-11-09,4,True,True,False,False
FREP-339742-Z,2022-11-09,4,True,True,False,False
FREP-339744-J,2024-02-14,4,True,True,False,False
FREP-339745-Z,2022-11-09,4,True,True,False,False
FREP-339746-Z,2022-11-09,4,True,True,False,False
FREP-339750-Z,2022-11-09,4,True,True,False,False
FREP-339753-Z,2022-11-09,4,True,True,False,False
FREP-339754-Z,2022-11-10,0,True,True,False,False
FREP-339755-J,2024-02-14,4,True,True,False,False
FREP-339757-Z,2022-11-09,4,True,True,False,False
FREP-339760-J,2024-02-14,4,True,True,False,False
FREP-339761-G,2023-11-14,2,True,True,False,False
FREP-339766-G,2023-11-10,2,True,True,False,False
FREP-339769-J,2024-02-14,4,True,True,True,True
FREP-339769-Z,2022-11-10,0,True,True,False,False
FREP-339778-G,2023-11-10,2,True,True,False,False
FREP-339778-Z,2022-11-10,0,True,True,False,False
FREP-339779-G,2023-11-10,2,True,True,False,False
FREP-339788-G,2023-11-10,2,True,True,False,False
FREP-339793-G,2023-11-10,2,True,True,False,False
FREP-339798-J,2024-02-15,3,True,True,False,False
FREP-339799-G,2023-11-10,2,True,True,False,False
FREP-339803-G,2023-11-10,2,True,True,True,True
FREP-339803-J,2024-02-15,3,True,True,False,False
FREP-339805-J,2024-02-15,3,True,True,False,False
FREP-339807-J,2024-02-15,3,True,True,False,False
FREP-339807-Z,2022-11-10,0,True,True,False,False
FREP-339809-J,2024-02-15,3,True,True,False,False
FREP-339811-J,2024-03-06,1,True,True,False,False
FREP-339813-J,2024-02-15,3,True,True,False,False
FREP-339814-G,2023-11-11,3,True,True,False,False
FREP-339814-Z,2022-11-11,3,True,True,False,False
FREP-339816-G,2023-11-10,2,True,True,False,False
FREP-339826-G,2023-11-11,3,True,True,False,False
FREP-339835-G,2023-11-11,3,True,True,False,False
FREP-339837-G,2023-11-11,3,True,True,False,False
FREP-339839-G,2023-11-11,3,True,True,False,False
FREP-339841-J,2024-02-15,3,True,True,False,False
FREP-339844-G,2023-11-11,3,True,True,False,False
FREP-339845-G,2023-11-11,3,True,True,False,False
FREP-339846-Z,2022-11-10,0,True,True,False,False
FREP-339854-G,2023-11-11,3,True,True,False,False
FREP-339863-Z,2022-11-10,0,True,True,False,False
FREP-339867-G,2023-11-11,3,True,True,False,False
FREP-339867-J,2024-02-15,3,True,True,False,False
FREP-339869-G,2023-11-12,4,True,True,False,False
FREP-339878-Z,2022-11-10,0,True,True,False,False
FREP-339883-G,2023-11-11,3,True,True,False,False
FREP-339884-G,2023-11-12,4,True,True,False,False
FREP-339886-G,2023-11-12,4,True,True,False,False
FREP-339888-Z,2022-11-10,0,True,True,False,False
FREP-339889-G,2023-11-12,4,True,True,True,True
FREP-339891-G,2023-11-12,4,True,True,False,False
FREP-339891-Z,2022-11-11,3,True,True,False,False
FREP-339893-Z,2022-11-11,3,True,True,False,False
FREP-339897-Z,2022-11-11,3,True,True,False,False
FREP-339898-G,2023-11-12,4,True,True,False,False
FREP-339898-Z,2022-11-11,3,True,True,False,False
FREP-339901-G,2023-11-12,4,True,True,False,False
FREP-339901-J,2024-02-15,3,True,True,False,False
FREP-339903-G,2023-11-12,4,True,True,True,True
FREP-339905-Z,2022-11-11,3,True,True,False,False
FREP-339907-J,2024-02-21,2,True,True,False,False
FREP-339907-Z,2022-11-11,3,True,True,False,False
FREP-339908-G,2023-11-12,4,True,True,False,False
FREP-339908-Z,2022-11-11,3,True,True,False,False
FREP-339909-G,2023-11-12,4,True,True,False,False
FREP-339914-G,2023-11-12,4,True,True,False,False
FREP-339914-J,2024-02-16,3,True,True,False,False
FREP-339915-G,2023-11-12,4,True,True,False,False
FREP-339915-J,2024-02-16,3,True,True,False,False
FREP-339915-Z,2022-11-11,3,True,True,False,False
FREP-339919-J,2024-02-16,3,True,True,False,False
FREP-339922-Z,2022-11-11,3,True,True,False,False
FREP-339924-Z,2022-11-11,3,True,True,False,False
FREP-339926-G,2023-11-12,4,True,True,True,True
FREP-339930-J,2024-02-16,3,True,True,False,False
FREP-339931-G,2023-11-12,4,True,True,False,False
FREP-339933-J,2024-02-16,3,True,True,False,False
FREP-339934-G,2023-11-12,4,True,True,False,False
FREP-339950-J,2024-02-16,3,True,True,False,False
FREP-339952-J,2024-02-16,3,True,True,False,False
FREP-339953-J,2024-02-23,0,True,True,False,False
FREP-339954-G,2023-11-13,3,True,True,False,False
FREP-339954-Z,2022-11-11,3,True,True,False,False
FREP-339955-G,2023-11-13,3,True,True,False,False
FREP-339958-G,2023-11-13,3,True,True,True,True
FREP-339959-G,2023-11-13,3,True,True,False,False
FREP-339964-G,2023-11-13,3,True,True,False,False
FREP-339965-G,2023-11-13,3,True,True,False,False
FREP-339967-G,2023-11-13,3,True,True,False,False
FREP-339970-G,2023-11-13,3,True,True,False,False
FREP-339974-G,2023-11-13,3,True,True,False,False
FREP-339978-Z,2022-11-11,3,True,True,False,False
FREP-339983-G,2023-11-13,3,True,True,True,True
FREP-339985-G,2023-11-13,3,True,True,False,False
FREP-339989-J,2024-02-16,3,True,True,False,False
FREP-339990-G,2023-11-13,3,True,True,False,False
FREP-339995-G,2023-11-13,3,True,True,False,False
FREP-339996-Z,2022-11-11,3,True,True,False,False
FREP-339997-G,2023-12-11,0,True,True,False,False
FREP-340001-G,2023-11-13,3,True,True,True,True
FREP-340004-Z,2022-11-16,3,True,True,False,False
FREP-340005-G,2023-11-13,3,True,True,False,False
FREP-340007-J,2024-02-17,0,True,True,False,False
FREP-340010-G,2023-11-13,3,True,True,True,True
FREP-340020-J,2024-02-17,0,True,True,False,False
FREP-340029-Z,2022-11-11,3,True,True,False,False
FREP-340031-G,2023-11-13,3,True,True,True,True
FREP-340033-G,2023-11-13,3,True,True,True,True
FREP-340035-G,2023-11-13,3,True,True,True,True
FREP-340035-J,2024-02-17,0,True,True,False,False
FREP-340037-J,2024-02-17,0,True,True,False,False
FREP-340042-J,2024-02-17,0,True,True,False,False
FREP-340043-G,2023-11-13,3,True,True,True,True
FREP-340044-J,2024-02-17,0,True,True,False,False
FREP-340046-G,2023-11-13,3,True,True,False,False
FREP-340050-G,2023-11-13,3,True,True,True,True
FREP-340053-J,2024-02-17,0,True,True,False,False
FREP-340055-G,2023-11-13,3,True,True,False,False
FREP-340056-G,2023-11-13,3,True,True,False,False
FREP-340061-G,2023-11-13,3,True,True,True,True
FREP-340063-G,2023-11-15,4,True,True,False,False
FREP-340063-Z,2022-11-11,3,True,True,False,False
FREP-340066-J,2024-02-18,0,True,True,False,False
FREP-340068-J,2024-02-18,0,True,True,False,False
FREP-340070-J,2024-02-18,0,True,True,False,False
FREP-340073-G,2023-11-13,3,True,True,False,False
FREP-340073-J,2024-02-18,0,True,True,False,False
FREP-340074-Z,2022-11-11,3,True,True,False,False
FREP-340077-Z,2022-11-12,4,True,True,False,False
FREP-340079-J,2024-02-18,0,True,True,False,False
FREP-340081-G,2023-11-15,4,True,True,False,False
FREP-340082-G,2023-11-13,3,True,True,True,True
FREP-340082-J,2024-02-18,0,True,True,False,False
FREP-340083-J,2024-02-18,0,True,True,False,False
FREP-340084-G,2023-11-13,3,True,True,True,True
FREP-340085-J,2024-02-18,0,True,True,False,False
FREP-340086-J,2024-02-18,0,True,True,False,False
FREP-340088-Z,2022-11-12,4,True,True,False,False
FREP-340095-G,2023-11-13,3,True,True,False,False
FREP-340098-Z,2022-11-12,4,True,True,False,False
FREP-340100-Z,2022-11-12,4,True,True,False,False
FREP-340102-J,2024-02-18,0,True,True,False,False
FREP-340103-J,2024-02-18,0,True,True,False,False
FREP-340103-Z,2022-11-12,4,True,True,True,True
FREP-340109-Z,2022-11-12,4,True,True,False,False
FREP-340113-G,2023-11-13,3,True,True,False,False
FREP-340120-G,2023-11-13,3,True,True,False,False
FREP-340120-J,2024-02-18,0,True,True,False,False
FREP-340122-G,2023-11-22,0,True,True,True,True
FREP-340126-G,2023-11-13,3,True,True,False,False
FREP-340131-J,2024-02-18,0,True,True,False,False
FREP-340132-J,2024-02-18,0,True,True,False,False
FREP-340135-G,2023-11-13,3,True,True,False,False
FREP-340139-Z,2022-11-12,4,True,True,False,False
FREP-340140-J,2024-02-18,0,True,True,False,False
FREP-340142-J,2024-02-18,0,True,True,False,False
FREP-340145-G,2023-11-15,4,True,True,False,False
FREP-340145-Z,2022-11-12,4,True,True,False,False
FREP-340146-J,2024-02-18,0,True,True,False,False
FREP-340147-G,2023-12-11,0,True,True,False,False
FREP-340148-G,2023-11-13,3,True,True,False,False
FREP-340149-G,2023-11-13,3,True,True,False,False
FREP-340156-Z,2022-11-12,4,True,True,False,False
FREP-340158-J,2024-02-19,4,True,True,False,False
FREP-340167-G,2024-03-21,3,True,True,True,True
FREP-340168-Z,2022-11-12,4,True,True,False,False
FREP-340176-Z,2022-11-12,4,True,True,False,False
FREP-340180-Z,2022-11-12,4,True,True,False,False
FREP-340181-J,2024-02-19,4,True,True,False,False
FREP-340185-G,2023-11-14,2,True,True,False,False
FREP-340186-G,2023-11-14,2,True,True,False,False
FREP-340189-J,2024-02-19,4,True,True,False,False
FREP-340192-G,2023-11-14,2,True,True,True,True
FREP-340193-Z,2022-11-13,2,True,True,True,True
FREP-340204-G,2023-11-14,2,True,True,True,True
FREP-340213-J,2024-03-03,2,True,True,False,False
FREP-340215-Z,2022-11-13,2,True,True,False,False
FREP-340218-J,2024-03-14,2,True,True,False,False
FREP-340221-Z,2022-11-13,2,True,True,False,False
FREP-340224-G,2023-11-14,2,True,True,False,False
FREP-340224-Z,2022-11-13,2,True,True,False,False
FREP-340237-G,2023-11-14,2,True,True,False,False
FREP-340238-G,2023-11-21,4,True,True,False,False
FREP-340243-Z,2022-11-13,2,True,True,False,False
FREP-340247-J,2024-02-19,4,True,True,False,False
FREP-340250-Z,2022-11-14,0,True,True,False,False
FREP-340253-G,2023-11-14,2,True,True,True,True
FREP-340256-Z,2022-11-14,0,True,True,False,False
FREP-340257-Z,2022-11-14,0,True,True,False,False
FREP-340261-J,2024-02-19,4,True,True,False,False
FREP-340263-Z,2022-11-14,0,True,True,False,False
FREP-340265-G,2023-11-14,2,True,True,True,True
FREP-340270-J,2024-02-20,1,True,True,False,False
FREP-340273-G,2023-11-17,2,True,True,False,False
FREP-340276-Z,2022-11-14,0,True,True,False,False
FREP-340279-J,2024-02-20,1,True,True,False,False
FREP-340280-G,2023-11-14,2,True,True,True,True
FREP-340280-Z,2022-11-14,0,True,True,False,False
FREP-340290-J,2024-02-20,1,True,True,False,False
FREP-340292-J,2024-02-20,1,True,True,False,False
FREP-340293-Z,2022-11-14,0,True,True,True,True
FREP-340297-Z,2022-11-14,0,True,True,False,False
FREP-340302-J,2024-02-20,1,True,True,False,False
FREP-340304-J,2024-02-20,1,True,True,False,False
FREP-340307-G,2023-11-14,2,True,True,False,False
FREP-340308-Z,2022-11-14,0,True,True,False,False
FREP-340316-G,2023-11-29,0,True,True,False,False
FREP-340317-J,2024-02-20,1,True,True,False,False
FREP-340319-Z,2022-11-14,0,True,True,True,True
FREP-340320-G,2023-11-14,2,True,True,False,False
FREP-340321-J,2024-03-13,2,True,True,False,False
FREP-340328-J,2024-02-20,1,True,True,False,False
FREP-340330-J,2024-02-20,1,True,True,False,False
FREP-340333-G,2023-11-14,2,True,True,False,False
FREP-340334-G,2023-11-14,2,True,True,False,False
FREP-340339-J,2024-02-20,1,True,True,False,False
FREP-340340-G,2023-11-14,2,True,True,True,True
FREP-340340-J,2024-02-20,1,True,True,False,False
FREP-340342-J,2024-02-20,1,True,True,False,False
FREP-340349-Z,2022-11-14,0,True,True,False,False
FREP-340350-G,2023-11-15,4,True,True,False,False
FREP-340355-G,2023-11-15,4,True,True,False,False
FREP-340355-J,2024-02-20,1,True,True,False,False
FREP-340358-G,2023-11-15,4,True,True,False,False
FREP-340359-J,2024-02-20,1,True,True,False,False
FREP-340360-G,2023-11-15,4,True,True,False,False
FREP-340361-Z,2022-11-14,0,True,True,False,False
FREP-340368-Z,2022-11-14,0,True,True,True,True
FREP-340371-J,2024-02-13,0,True,True,False,False
FREP-340373-G,2023-11-15,4,True,True,False,False
FREP-340375-Z,2022-11-14,0,True,True,False,False
FREP-340380-J,2024-02-20,1,True,True,False,False
FREP-340383-Z,2022-11-14,0,True,True,False,False
FREP-340385-J,2024-02-21,2,True,True,False,False
