Incident Reference,incident_date_utc,cause_group_official,customers_v2_event_excl_reinterruptions,duration_B_full_span_hours
FREP-72335-C,2023-03-14,weather_natural,122.0,0.1666666666666666
FREP-74017-V,2021-10-31,weather_natural,42.0,2.05
FREP-4419-I,2022-02-17,weather_natural,21.0,5.1
FREP-4441-I,2022-02-18,weather_natural,1.0,5.05
FREP-4450-I,2022-02-18,weather_natural,3123.0,2.6166666666666667
FREP-49008-C,2021-06-15,weather_natural,5.0,5.45
FREP-53244-C,2021-09-29,weather_natural,26.0,8.0
FREP-331984-G,2023-09-08,weather_natural,1871.0,0.6333333333333333
FREP-332290-G,2023-09-11,weather_natural,24.0,0.5166666666666667
FREP-332661-Z,2022-10-07,weather_natural,158.0,3.5
FREP-332834-Z,2022-10-08,weather_natural,10.0,3.4833333333333334
FREP-333070-G,2023-09-18,weather_natural,35.0,6.2
FREP-335315-Z,2022-10-21,weather_natural,1.0,7.333333333333333
FREP-335926-Z,2022-10-24,weather_natural,1.0,4.933333333333334
FREP-333401-G,2023-09-19,weather_natural,411.0,1.5166666666666666
FREP-333359-G,2023-09-19,weather_natural,12.0,7.183333333333334
FREP-333429-G,2023-09-20,weather_natural,1.0,4.8
FREP-331116-Z,2022-09-29,weather_natural,1.0,9.616666666666667
FREP-331172-Z,2022-09-29,weather_natural,16.0,3.983333333333333
FREP-264482-G,2022-01-27,weather_natural,68.0,0.1833333333333333
FREP-281836-Z,2022-01-29,weather_natural,1.0,5.35
FREP-282259-G,2022-06-19,weather_natural,171.0,15.033333333333331
FREP-267304-G,2022-02-18,weather_natural,171.0,2.4
FREP-267491-G,2022-02-18,weather_natural,83.0,1.85
FREP-267467-G,2022-02-18,weather_natural,52.0,26.683333333333334
FREP-267386-G,2022-02-18,weather_natural,56.0,25.133333333333333
FREP-267424-Z,2021-10-31,weather_natural,10.0,5.35
FREP-267405-G,2022-02-18,weather_natural,6.0,9.616666666666667
FREP-267441-Z,2021-10-31,weather_natural,95.0,2.3666666666666667
FREP-267426-G,2022-02-18,weather_natural,1509.0,53.65
FREP-267550-Z,2021-10-31,weather_natural,0.0,1.0
FREP-267461-G,2022-02-24,weather_natural,1.0,7.316666666666666
FREP-267487-Z,2021-10-31,weather_natural,19.0,2.55
FREP-267624-G,2022-02-18,weather_natural,44.0,13.066666666666666
FREP-267766-G,2022-02-19,weather_natural,6.0,93.58333333333331
FREP-267747-G,2022-02-18,weather_natural,1.0,100.66666666666669
FREP-267790-G,2022-02-20,weather_natural,1.0,48.7
FREP-267554-G,2022-02-18,weather_natural,1.0,119.78333333333332
FREP-267684-G,2022-02-18,weather_natural,15.0,27.716666666666665
FREP-267845-G,2022-02-18,weather_natural,1086.0,1.2666666666666666
FREP-267899-G,2022-02-22,weather_natural,10.0,96.05
FREP-267949-G,2022-02-19,weather_natural,11.0,21.4
FREP-268189-G,2022-02-19,weather_natural,95.0,0.6166666666666667
FREP-268194-G,2022-02-19,weather_natural,913.0,55.48333333333333
FREP-268083-G,2022-02-18,weather_natural,13.0,120.45
FREP-267998-G,2022-02-22,weather_natural,215.0,95.31666666666666
FREP-268174-G,2022-02-19,weather_natural,25.0,5.416666666666667
FREP-268491-G,2022-02-19,weather_natural,27.0,102.7
FREP-268263-Z,2021-11-04,weather_natural,10.0,2.9833333333333334
FREP-268265-G,2022-02-19,weather_natural,175.0,121.23333333333332
FREP-268322-G,2022-02-19,weather_natural,8.0,127.15
FREP-268373-G,2022-02-19,weather_natural,1.0,33.233333333333334
FREP-268410-G,2022-02-20,weather_natural,4.0,116.58333333333331
FREP-268490-G,2022-02-20,weather_natural,115.0,7.016666666666667
FREP-266249-G,2022-02-13,weather_natural,36.0,3.933333333333333
FREP-266619-G,2022-02-16,weather_natural,9.0,2.5
FREP-266636-G,2022-02-16,weather_natural,363.0,10.783333333333331
FREP-279325-G,2022-05-19,weather_natural,48.0,64.31666666666666
FREP-279345-G,2022-05-19,weather_natural,135.0,2.4166666666666665
FREP-256691-Z,2021-08-21,weather_natural,512.0,5.966666666666667
FREP-256645-Z,2021-08-21,weather_natural,86.0,0.5
FREP-256648-Z,2021-08-21,weather_natural,280.0,0.5
FREP-337918-Z,2022-11-02,weather_natural,10.0,1.6
FREP-371458-Z,2023-05-01,weather_natural,0.0,114.15
FREP-379645-Z,2023-06-19,weather_natural,18.0,3.2666666666666666
FREP-380120-Z,2023-06-20,weather_natural,1.0,3.816666666666667
FREP-381110-Z,2023-06-24,weather_natural,8.0,3.0
FREP-381299-Z,2023-06-25,weather_natural,1.0,1.7
FREP-345673-Z,2022-12-11,weather_natural,501.0,1.6166666666666667
FREP-345674-Z,2022-12-11,weather_natural,201.0,5.066666666666666
FREP-346064-Z,2022-12-13,weather_natural,208.0,0.1666666666666666
FREP-347815-Z,2022-12-20,weather_natural,1.0,0.5666666666666667
FREP-348231-Z,2022-12-21,weather_natural,1.0,4.366666666666666
FREP-348424-Z,2022-12-22,weather_natural,1.0,1.0833333333333333
FREP-349422-Z,2022-12-28,weather_natural,5.0,4.533333333333333
FREP-349996-Z,2022-12-31,weather_natural,29.0,4.516666666666667
FREP-350013-Z,2022-12-31,weather_natural,1.0,4.916666666666667
FREP-362660-Z,2023-03-10,weather_natural,276.0,1.5166666666666666
FREP-363635-Z,2023-03-14,weather_natural,6.0,9.033333333333331
FREP-351367-Z,2023-01-08,weather_natural,0.0,34.016666666666666
FREP-351192-Z,2023-01-07,weather_natural,1.0,4.416666666666667
FREP-268816-G,2022-02-22,weather_natural,1.0,49.48333333333333
FREP-268751-G,2022-02-19,weather_natural,1399.0,0.55
FREP-268741-G,2022-02-18,weather_natural,14.0,116.41666666666669
FREP-268771-G,2022-02-19,weather_natural,167.0,116.46666666666668
FREP-268918-G,2022-02-18,weather_natural,97.0,125.16666666666669
FREP-269152-G,2022-02-20,weather_natural,43.0,73.33333333333333
FREP-269254-G,2022-02-20,weather_natural,1.0,113.15
FREP-269289-G,2022-02-20,weather_natural,1.0,93.36666666666666
FREP-269354-G,2022-02-21,weather_natural,1.0,83.06666666666666
FREP-269520-G,2022-02-25,weather_natural,32.0,83.51666666666667
FREP-269233-G,2022-02-21,weather_natural,1.0,102.38333333333334
FREP-269581-G,2022-02-21,weather_natural,11.0,95.4
FREP-269771-G,2022-02-21,weather_natural,1.0,94.95
FREP-269782-G,2022-02-21,weather_natural,240.0,0.0666666666666666
FREP-269847-G,2022-02-21,weather_natural,1.0,47.5
FREP-270102-G,2022-02-20,weather_natural,1.0,67.5
FREP-270274-G,2022-02-22,weather_natural,1.0,67.53333333333333
FREP-270215-G,2022-02-22,weather_natural,1.0,69.03333333333333
FREP-270447-G,2022-02-23,weather_natural,1.0,53.5
FREP-270587-G,2022-02-24,weather_natural,229.0,1.4166666666666667
FREP-270329-G,2022-02-23,weather_natural,1.0,0.15
FREP-270518-G,2022-02-23,weather_natural,19.0,3.466666666666667
FREP-270619-G,2022-02-24,weather_natural,10.0,30.5
FREP-270634-G,2022-02-24,weather_natural,8.0,18.5
FREP-270772-G,2022-02-24,weather_natural,12.0,0.5833333333333334
FREP-271009-G,2022-02-25,weather_natural,9.0,4.783333333333333
FREP-270638-G,2022-02-24,weather_natural,0.0,1.0
FREP-270791-G,2022-02-24,weather_natural,41.0,1.15
FREP-271048-G,2022-02-25,weather_natural,110.0,9.266666666666667
FREP-271046-G,2022-02-25,weather_natural,1.0,22.966666666666665
FREP-271512-G,2022-02-28,weather_natural,1.0,4.55
FREP-271583-G,2022-03-01,weather_natural,3.0,3.083333333333333
FREP-271609-Z,2021-11-27,weather_natural,57.0,1.9166666666666667
FREP-271502-Z,2021-11-26,weather_natural,46.0,4.333333333333333
FREP-271586-Z,2021-11-27,weather_natural,81.0,3.216666666666667
FREP-271720-Z,2021-11-27,weather_natural,6.0,0.75
FREP-271823-Z,2021-11-28,weather_natural,1.0,5.683333333333334
FREP-272355-G,2022-03-06,weather_natural,110.0,2.816666666666667
FREP-272307-Z,2021-11-30,weather_natural,2.0,3.066666666666667
FREP-272753-G,2022-03-09,weather_natural,8.0,6.15
FREP-273103-Z,2021-12-05,weather_natural,7.0,1.4166666666666667
FREP-273184-Z,2021-12-06,weather_natural,1.0,2.6333333333333333
FREP-273597-Z,2021-12-07,weather_natural,136.0,2.1666666666666665
FREP-273609-Z,2021-12-07,weather_natural,200.0,5.816666666666666
FREP-309005-Z,2022-06-10,weather_natural,308.0,3.433333333333333
FREP-309882-Z,2022-06-15,weather_natural,0.0,1.4833333333333334
FREP-312217-G,2023-03-10,weather_natural,219.0,0.9833333333333332
FREP-312461-G,2023-03-13,weather_natural,1.0,3.183333333333333
FREP-315017-G,2023-04-08,weather_natural,12.0,10.016666666666667
FREP-315093-Z,2022-07-11,weather_natural,682.0,0.6
FREP-315102-Z,2022-07-12,weather_natural,1236.0,2.9833333333333334
FREP-315529-G,2023-04-13,weather_natural,1.0,4.216666666666667
FREP-316694-Z,2022-07-19,weather_natural,143.0,3.0
FREP-316704-Z,2022-07-19,weather_natural,23.0,5.116666666666666
FREP-317268-G,2023-05-02,weather_natural,0.0,1.2833333333333334
FREP-317434-Z,2022-07-22,weather_natural,171.0,7.583333333333333
FREP-324024-G,2023-07-04,weather_natural,144.0,4.233333333333333
FREP-323905-G,2023-07-04,weather_natural,5.0,3.633333333333333
FREP-324140-Z,2022-08-25,weather_natural,218.0,8.916666666666666
FREP-322018-Z,2022-08-15,weather_natural,14.0,7.233333333333333
FREP-322256-G,2023-06-18,weather_natural,239.0,0.1333333333333333
FREP-321541-Z,2022-08-12,weather_natural,73.0,1.5833333333333333
FREP-321567-Z,2022-08-12,weather_natural,24.0,2.6
FREP-321595-Z,2022-08-13,weather_natural,1.0,5.016666666666667
FREP-295000-Z,2022-05-16,weather_natural,1.0,3.35
FREP-297541-G,2022-11-07,weather_natural,0.0,26.1
FREP-298408-G,2022-11-16,weather_natural,1.0,16.916666666666668
FREP-298380-Z,2022-04-06,weather_natural,6.0,1.0833333333333333
FREP-298673-Z,2022-04-08,weather_natural,1.0,1.1333333333333333
FREP-298483-Z,2022-04-07,weather_natural,438.0,6.816666666666666
FREP-298594-Z,2022-04-07,weather_natural,30.0,1.1666666666666667
FREP-298616-G,2022-11-17,weather_natural,6.0,6.516666666666667
FREP-298676-Z,2022-04-07,weather_natural,2.0,6.766666666666667
FREP-299092-G,2022-12-19,weather_natural,0.0,1.45
FREP-299519-G,2022-11-24,weather_natural,44.0,5.983333333333333
FREP-301410-G,2022-12-11,weather_natural,8.0,21.15
FREP-301479-G,2022-12-12,weather_natural,17.0,28.666666666666668
FREP-301542-G,2022-12-11,weather_natural,7.0,13.833333333333334
FREP-282314-G,2022-06-19,weather_natural,1.0,0.75
FREP-282581-G,2022-06-21,weather_natural,1.0,4.916666666666667
FREP-283221-Z,2022-02-06,weather_natural,1.0,4.5
FREP-283237-Z,2022-02-06,weather_natural,1.0,6.45
FREP-283318-Z,2022-02-06,weather_natural,1.0,4.616666666666666
FREP-283355-G,2022-06-29,weather_natural,1.0,1.2833333333333334
FREP-284175-G,2022-07-01,weather_natural,0.0,0.1666666666666666
FREP-284248-G,2022-07-09,weather_natural,27.0,0.3
FREP-285099-G,2022-07-18,weather_natural,354.0,1.85
FREP-285242-G,2022-07-19,weather_natural,17.0,6.416666666666667
FREP-285510-Z,2022-02-16,weather_natural,164.0,4.716666666666667
FREP-285809-Z,2022-02-17,weather_natural,1.0,4.966666666666667
FREP-285933-Z,2022-02-18,weather_natural,14.0,10.066666666666666
FREP-285951-G,2022-07-23,weather_natural,0.0,1.0833333333333333
FREP-286295-Z,2022-02-18,weather_natural,1.0,23.6
FREP-286319-G,2022-07-19,weather_natural,0.0,0.1666666666666666
FREP-286156-Z,2022-02-18,weather_natural,47.0,101.25
FREP-286190-G,2022-07-26,weather_natural,474.0,0.5833333333333334
FREP-286228-Z,2022-02-18,weather_natural,25.0,3.183333333333333
FREP-286310-Z,2022-02-18,weather_natural,135.0,48.333333333333336
FREP-286475-Z,2022-02-20,weather_natural,5.0,2.183333333333333
FREP-286403-Z,2022-02-19,weather_natural,0.0,1.0
FREP-286449-Z,2022-02-18,weather_natural,9.0,8.183333333333334
FREP-286486-Z,2022-02-18,weather_natural,615.0,49.36666666666667
FREP-286487-Z,2022-02-18,weather_natural,121.0,1.7166666666666666
FREP-286767-Z,2022-02-18,weather_natural,5.0,8.566666666666666
FREP-286778-G,2022-08-02,weather_natural,22.0,7.933333333333334
FREP-286760-Z,2022-02-18,weather_natural,845.0,23.8
FREP-286797-Z,2022-02-18,weather_natural,396.0,4.916666666666667
FREP-286845-Z,2022-02-18,weather_natural,538.0,8.5
FREP-286876-Z,2022-02-19,weather_natural,1.0,75.48333333333333
FREP-286936-Z,2022-02-18,weather_natural,524.0,27.15
FREP-287176-Z,2022-02-18,weather_natural,26.0,7.1
FREP-287132-Z,2022-02-18,weather_natural,116.0,0.2
FREP-287158-Z,2022-02-20,weather_natural,10.0,6.533333333333333
FREP-287041-Z,2022-02-18,weather_natural,0.0,117.4
FREP-287142-Z,2022-02-18,weather_natural,944.0,0.5833333333333334
FREP-287213-Z,2022-02-19,weather_natural,3.0,85.15
FREP-287257-Z,2022-02-21,weather_natural,45.0,1.05
FREP-287410-Z,2022-02-18,weather_natural,1.0,74.05
FREP-287631-G,2022-08-11,weather_natural,486.0,7.266666666666667
FREP-287594-Z,2022-02-18,weather_natural,4.0,23.916666666666668
FREP-287802-Z,2022-02-19,weather_natural,1.0,112.68333333333334
FREP-303444-Z,2022-05-09,weather_natural,1.0,0.0666666666666666
FREP-303718-G,2022-12-28,weather_natural,105.0,3.35
FREP-305859-G,2023-01-12,weather_natural,3.0,16.2
FREP-291676-Z,2022-02-28,weather_natural,1.0,0.75
FREP-250071-G,2021-05-02,weather_natural,988.0,2.533333333333333
FREP-250033-Z,2021-07-20,weather_natural,148.0,2.8833333333333333
FREP-250132-G,2021-05-03,weather_natural,116.0,8.55
FREP-258686-G,2021-11-27,weather_natural,3.0,5.3
FREP-258728-Z,2021-09-02,weather_natural,1.0,1.8166666666666669
FREP-315315-G,2023-04-12,weather_natural,80.0,3.433333333333333
FREP-316507-Z,2022-07-19,weather_natural,21.0,3.1166666666666667
FREP-303321-Z,2022-05-07,weather_natural,1.0,3.25
FREP-304028-G,2022-12-30,weather_natural,20.0,1.3833333333333333
FREP-304227-G,2022-12-31,weather_natural,2.0,5.95
FREP-304403-G,2023-01-02,weather_natural,1.0,1.3666666666666667
FREP-304643-G,2023-01-03,weather_natural,127.0,2.4166666666666665
FREP-305144-G,2023-01-07,weather_natural,155.0,0.55
FREP-305307-Z,2022-05-19,weather_natural,21.0,0.5833333333333334
FREP-305312-Z,2022-05-18,weather_natural,183.0,0.5166666666666667
FREP-305317-Z,2022-05-18,weather_natural,35.0,0.5166666666666667
FREP-305387-Z,2022-05-19,weather_natural,47.0,3.583333333333333
FREP-298210-G,2022-11-15,weather_natural,40.0,2.2
FREP-298619-Z,2022-04-07,weather_natural,189.0,0.5
FREP-288371-Z,2022-02-20,weather_natural,20.0,17.85
FREP-288466-Z,2022-02-20,weather_natural,14.0,0.7666666666666667
FREP-288505-Z,2022-02-20,weather_natural,365.0,51.86666666666667
FREP-289155-Z,2022-02-24,weather_natural,5.0,76.33333333333333
FREP-290263-Z,2022-02-23,weather_natural,111.0,0.2833333333333333
FREP-290269-Z,2022-02-21,weather_natural,1.0,55.15
FREP-290733-G,2022-09-10,weather_natural,4.0,2.0
FREP-290804-Z,2022-02-18,weather_natural,0.0,30.45
FREP-290809-Z,2022-02-18,weather_natural,0.0,30.45
FREP-279803-G,2022-05-23,weather_natural,54.0,1.7833333333333334
FREP-256751-G,2021-10-21,weather_natural,146.0,1.45
FREP-256924-G,2021-10-31,weather_natural,1.0,21.866666666666667
FREP-263304-Z,2021-10-05,weather_natural,10.0,4.683333333333334
FREP-264105-Z,2021-10-09,weather_natural,1.0,8.633333333333333
FREP-275539-G,2022-04-07,weather_natural,418.0,1.6666666666666667
FREP-253823-G,2021-07-10,weather_natural,1.0,4.4
FREP-253967-Z,2021-08-06,weather_natural,181.0,3.283333333333333
FREP-254132-G,2021-07-19,weather_natural,19.0,6.933333333333334
FREP-254143-Z,2021-08-08,weather_natural,53.0,0.9333333333333332
FREP-254658-G,2021-08-01,weather_natural,253.0,9.533333333333331
FREP-255357-Z,2021-08-14,weather_natural,376.0,0.5333333333333333
FREP-255504-G,2021-09-06,weather_natural,389.0,0.5166666666666667
FREP-251958-Z,2021-07-28,weather_natural,32.0,0.5166666666666667
FREP-252604-G,2021-06-14,weather_natural,29.0,1.6833333333333331
FREP-252374-Z,2021-07-30,weather_natural,2.0,7.616666666666666
FREP-252436-Z,2021-07-30,weather_natural,184.0,5.3
FREP-252503-Z,2021-07-31,weather_natural,39.0,0.4166666666666667
FREP-251293-G,2021-05-23,weather_natural,51.0,2.85
FREP-251422-G,2021-05-24,weather_natural,0.0,0.1666666666666666
FREP-256204-G,2021-10-03,weather_natural,430.0,4.2
FREP-256314-G,2021-10-06,weather_natural,428.0,1.1833333333333331
FREP-256126-G,2021-10-02,weather_natural,295.0,19.08333333333333
FREP-256221-G,2021-10-04,weather_natural,337.0,5.483333333333333
FREP-354792-Z,2023-01-24,weather_natural,133.0,0.5166666666666667
FREP-360525-Z,2023-02-26,weather_natural,6.0,4.633333333333334
FREP-361939-Z,2023-03-07,weather_natural,1.0,4.55
FREP-363542-Z,2023-03-13,weather_natural,4.0,16.75
FREP-363391-Z,2023-03-14,weather_natural,19.0,0.3
FREP-363742-Z,2023-03-14,weather_natural,1.0,5.016666666666667
FREP-86027-V,2023-06-20,weather_natural,10.0,1.6166666666666667
FREP-85974-V,2023-06-20,weather_natural,363.0,0.6
FREP-86864-V,2023-09-06,weather_natural,28.0,2.966666666666667
FREP-54222-C,2021-10-13,weather_natural,16.0,2.4
FREP-55564-C,2021-10-31,weather_natural,42.0,1.2333333333333334
FREP-56803-V,2021-04-12,weather_natural,2.0,4.266666666666667
FREP-57299-C,2021-11-27,weather_natural,0.0,1.0833333333333333
FREP-58240-V,2021-05-04,weather_natural,38.0,1.5
FREP-61378-V,2021-06-15,weather_natural,5.0,2.35
FREP-61668-C,2022-02-18,weather_natural,0.0,74.18333333333334
FREP-61922-C,2022-03-19,weather_natural,1.0,4.516666666666667
FREP-62726-V,2021-06-28,weather_natural,1.0,5.533333333333333
FREP-62937-C,2022-02-27,weather_natural,0.0,1.0
FREP-64462-V,2021-07-17,weather_natural,177.0,2.066666666666667
FREP-64090-C,2022-05-27,weather_natural,12.0,1.45
FREP-64939-C,2022-07-04,weather_natural,37.0,0.8333333333333334
FREP-65660-V,2021-07-30,weather_natural,6.0,9.383333333333333
FREP-6607-I,2023-03-13,weather_natural,4.0,9.966666666666669
FREP-66843-V,2021-08-12,weather_natural,0.0,0.55
FREP-336472-Z,2022-10-26,weather_natural,116.0,0.0666666666666666
FREP-337999-Z,2022-11-02,weather_natural,313.0,3.15
FREP-341708-Z,2022-11-21,weather_natural,18.0,1.7
FREP-383893-Z,2023-07-07,weather_natural,5.0,4.85
FREP-383921-Z,2023-07-07,weather_natural,517.0,0.5333333333333333
FREP-385629-Z,2023-07-15,weather_natural,2.0,9.95
FREP-385556-Z,2023-07-15,weather_natural,5.0,3.0
FREP-386650-Z,2023-07-22,weather_natural,76.0,1.0833333333333333
FREP-389240-Z,2023-08-03,weather_natural,99.0,11.75
FREP-390669-Z,2023-08-09,weather_natural,115.0,1.5666666666666669
FREP-392160-Z,2023-08-17,weather_natural,1.0,1.8166666666666669
FREP-391458-Z,2023-08-13,weather_natural,19.0,0.3333333333333333
FREP-392369-Z,2023-08-17,weather_natural,479.0,5.3
FREP-398871-Z,2023-09-21,weather_natural,5.0,4.133333333333334
FREP-399881-Z,2023-09-29,weather_natural,2.0,1.6666666666666667
FREP-72890-V,2021-10-20,weather_natural,47.0,2.25
FREP-321883-G,2023-06-13,weather_natural,0.0,0.1666666666666666
FREP-322210-G,2023-06-18,weather_natural,67.0,3.05
FREP-322309-G,2023-06-18,weather_natural,0.0,0.1666666666666666
FREP-373388-Z,2023-05-12,weather_natural,2.0,3.8
FREP-350528-Z,2023-01-03,weather_natural,640.0,4.45
FREP-330353-G,2023-08-26,weather_natural,31.0,9.75
FREP-330488-Z,2022-09-26,weather_natural,0.0,1.0
FREP-330650-G,2023-08-28,weather_natural,10.0,2.833333333333333
FREP-378015-Z,2023-06-10,weather_natural,23.0,1.3833333333333333
FREP-377906-Z,2023-06-09,weather_natural,176.0,2.65
FREP-331391-Z,2022-09-30,weather_natural,4.0,3.4
FREP-379440-Z,2023-06-17,weather_natural,36.0,3.5
FREP-379710-Z,2023-06-19,weather_natural,2.0,14.633333333333333
FREP-379389-Z,2023-06-16,weather_natural,0.0,1.8
FREP-322637-G,2023-06-22,weather_natural,74.0,6.816666666666666
FREP-380884-Z,2023-06-23,weather_natural,40.0,2.9166666666666665
FREP-380401-Z,2023-06-21,weather_natural,1.0,8.633333333333333
FREP-381119-Z,2023-06-24,weather_natural,1.0,5.316666666666666
FREP-382087-Z,2023-06-29,weather_natural,55.0,8.3
FREP-382117-Z,2023-06-29,weather_natural,32.0,9.483333333333333
FREP-76789-V,2022-02-21,weather_natural,3.0,53.78333333333333
FREP-76918-V,2022-02-19,weather_natural,14.0,70.4
FREP-76561-C,2023-07-05,weather_natural,23.0,8.666666666666666
FREP-76770-V,2022-02-18,weather_natural,9.0,47.68333333333333
FREP-76954-V,2022-02-23,weather_natural,42.0,122.08333333333331
FREP-76926-V,2022-02-18,weather_natural,30.0,49.21666666666667
FREP-76986-V,2022-02-18,weather_natural,1.0,141.73333333333332
FREP-77047-C,2023-07-12,weather_natural,4.0,7.766666666666667
FREP-77295-V,2022-02-22,weather_natural,1.0,81.21666666666667
FREP-77321-V,2022-02-22,weather_natural,2.0,73.36666666666666
FREP-77335-V,2022-02-22,weather_natural,3.0,50.95
FREP-77155-V,2022-02-20,weather_natural,1.0,94.31666666666666
FREP-77196-C,2023-07-15,weather_natural,117.0,0.6
FREP-77201-C,2023-07-15,weather_natural,73.0,0.5166666666666667
FREP-344635-Z,2022-12-06,weather_natural,22.0,0.9
FREP-344835-Z,2022-12-07,weather_natural,35.0,5.466666666666667
FREP-333613-G,2023-09-21,weather_natural,1.0,11.55
FREP-345870-Z,2022-12-12,weather_natural,216.0,8.266666666666667
FREP-345969-Z,2022-12-12,weather_natural,168.0,3.6666666666666665
FREP-326590-Z,2022-09-06,weather_natural,391.0,0.5166666666666667
FREP-326752-Z,2022-09-06,weather_natural,377.0,0.5333333333333333
FREP-327308-G,2023-07-31,weather_natural,277.0,0.6
FREP-327134-Z,2022-09-08,weather_natural,1.0,7.533333333333333
FREP-335458-Z,2022-10-22,weather_natural,1.0,3.683333333333333
FREP-327399-G,2023-07-31,weather_natural,71.0,2.583333333333333
FREP-335897-Z,2022-10-24,weather_natural,1.0,11.166666666666666
FREP-315458-G,2023-04-12,weather_natural,50.0,2.95
FREP-315497-Z,2022-07-13,weather_natural,39.0,2.5
FREP-315499-G,2023-04-12,weather_natural,1.0,16.466666666666665
FREP-316222-Z,2022-07-18,weather_natural,50.0,0.9333333333333332
FREP-316047-Z,2022-07-16,weather_natural,12.0,2.583333333333333
FREP-316503-G,2023-04-22,weather_natural,4.0,4.15
FREP-316789-Z,2022-07-19,weather_natural,126.0,0.4833333333333333
FREP-316777-Z,2022-07-19,weather_natural,471.0,0.5333333333333333
FREP-317927-Z,2022-07-25,weather_natural,192.0,5.6
FREP-318140-Z,2022-07-25,weather_natural,442.0,1.4
FREP-47737-C,2021-05-20,weather_natural,1.0,5.766666666666667
FREP-47560-C,2021-05-16,weather_natural,5.0,6.033333333333333
FREP-318025-G,2023-05-09,weather_natural,13.0,2.783333333333333
FREP-53448-C,2021-10-02,weather_natural,0.0,3.6666666666666665
FREP-328936-Z,2022-09-16,weather_natural,1.0,16.283333333333335
FREP-329036-Z,2022-09-17,weather_natural,1.0,7.683333333333334
FREP-302490-G,2022-12-18,weather_natural,1.0,15.5
FREP-305326-Z,2022-05-19,weather_natural,7.0,2.716666666666667
FREP-305357-Z,2022-05-19,weather_natural,4.0,3.8
FREP-331500-G,2023-09-04,weather_natural,472.0,1.9166666666666667
FREP-332019-Z,2022-10-04,weather_natural,7.0,0.4166666666666667
FREP-13813-W,2021-10-20,weather_natural,7.0,1.1166666666666667
FREP-293730-Z,2022-03-10,weather_natural,1100.0,0.5833333333333334
FREP-294032-Z,2022-02-18,weather_natural,0.0,59.4
FREP-334426-G,2023-09-28,weather_natural,1.0,31.383333333333333
FREP-294589-Z,2022-02-20,weather_natural,381.0,2.316666666666667
FREP-294876-Z,2022-02-18,weather_natural,0.0,35.18333333333333
FREP-14154-W,2022-02-19,weather_natural,1.0,72.41666666666667
FREP-334819-Z,2022-10-19,weather_natural,35.0,2.583333333333333
FREP-14231-W,2022-02-21,weather_natural,10.0,75.0
FREP-14697-W,2022-10-05,weather_natural,1.0,7.466666666666667
FREP-14773-W,2022-10-26,weather_natural,83.0,3.0
FREP-335716-Z,2022-10-23,weather_natural,473.0,0.45
FREP-335783-Z,2022-10-23,weather_natural,5.0,7.366666666666666
FREP-294756-Z,2022-02-18,weather_natural,0.0,52.15
FREP-324985-G,2023-07-13,weather_natural,47.0,1.933333333333333
FREP-308544-Z,2022-06-08,weather_natural,12.0,7.35
FREP-71091-V,2021-10-02,weather_natural,1.0,14.616666666666667
FREP-71050-V,2021-10-02,weather_natural,72.0,4.816666666666666
FREP-309094-Z,2022-06-10,weather_natural,11.0,7.716666666666667
FREP-71363-V,2021-10-04,weather_natural,8.0,1.4166666666666667
FREP-71974-C,2023-03-08,weather_natural,13.0,6.066666666666666
FREP-72170-C,2023-03-13,weather_natural,20.0,7.266666666666667
FREP-314746-Z,2022-07-10,weather_natural,43.0,0.55
FREP-314754-Z,2022-07-10,weather_natural,121.0,3.083333333333333
FREP-315044-Z,2022-07-11,weather_natural,1.0,4.166666666666667
FREP-314975-Z,2022-07-11,weather_natural,0.0,2.95
FREP-73919-C,2023-04-18,weather_natural,131.0,2.85
FREP-73862-V,2021-10-29,weather_natural,6.0,3.183333333333333
FREP-322132-G,2023-06-17,weather_natural,2.0,6.7
FREP-324060-G,2023-07-05,weather_natural,1.0,1.6833333333333331
FREP-330372-Z,2022-09-26,weather_natural,126.0,2.35
FREP-322547-Z,2022-08-17,weather_natural,0.0,0.75
FREP-351089-Z,2023-01-06,weather_natural,2.0,2.6166666666666667
FREP-324510-G,2023-07-08,weather_natural,1.0,0.7833333333333333
FREP-76929-V,2022-02-18,weather_natural,1.0,123.05
FREP-76819-V,2022-02-18,weather_natural,8.0,93.75
FREP-76822-V,2022-02-18,weather_natural,70.0,125.0
FREP-77113-V,2022-02-20,weather_natural,9.0,85.33333333333333
FREP-77153-V,2022-02-21,weather_natural,4.0,93.63333333333334
FREP-324794-Z,2022-08-27,weather_natural,355.0,1.25
FREP-325296-G,2023-07-15,weather_natural,1.0,20.28333333333333
FREP-325400-Z,2022-08-31,weather_natural,34.0,6.116666666666666
FREP-325348-G,2023-07-15,weather_natural,4.0,22.6
FREP-325360-G,2023-07-16,weather_natural,130.0,18.25
FREP-74924-C,2023-05-15,weather_natural,1.0,1.933333333333333
FREP-326309-G,2023-07-23,weather_natural,1.0,4.766666666666667
FREP-75965-V,2021-12-30,weather_natural,6.0,6.216666666666667
FREP-326454-G,2023-07-24,weather_natural,1.0,3.75
FREP-326589-Z,2022-09-06,weather_natural,80.0,11.116666666666667
FREP-81899-V,2022-11-02,weather_natural,3.0,17.916666666666668
FREP-327365-Z,2022-09-09,weather_natural,2.0,2.35
FREP-328045-G,2023-08-05,weather_natural,2.0,17.916666666666668
