Incident Reference,date,fold
FREP-323605-Z,2022-09-17,3
FREP-323700-G,2023-07-02,2
FREP-323739-G,2023-07-02,2
FREP-324085-J,2023-08-07,4
FREP-321210-G,2023-06-10,1
FREP-321209-Z,2022-08-11,3
FREP-321210-Z,2022-09-06,3
FREP-321295-J,2023-07-03,0
FREP-322420-J,2023-07-25,2
FREP-322565-Z,2022-08-20,1
FREP-321705-J,2023-07-07,0
FREP-321866-G,2023-06-15,3
FREP-322009-J,2023-07-11,1
FREP-322005-Z,2023-09-09,0
FREP-321972-G,2023-06-16,2
FREP-321818-J,2023-07-09,3
FREP-295892-Z,2022-03-23,0
FREP-295630-Z,2022-03-22,1
FREP-295643-Z,2022-03-22,1
FREP-295845-Z,2022-03-23,0
FREP-296021-Z,2022-03-24,0
FREP-296161-J,2022-09-03,2
FREP-296282-G,2022-10-31,3
FREP-296325-G,2022-11-01,1
FREP-296648-J,2022-09-08,3
FREP-296447-J,2022-09-06,3
FREP-296613-G,2022-11-02,1
FREP-296454-G,2022-11-01,1
FREP-296450-G,2022-11-01,1
FREP-296479-Z,2022-03-27,3
FREP-296926-J,2022-09-11,1
FREP-296782-G,2022-11-02,1
FREP-296818-G,2022-11-03,4
FREP-296847-Z,2022-03-29,1
FREP-296954-J,2022-09-12,0
FREP-296913-Z,2022-04-01,3
FREP-296951-Z,2022-03-29,1
FREP-296911-G,2022-11-03,4
FREP-296821-G,2022-11-03,4
FREP-296788-Z,2022-03-29,1
FREP-296802-G,2022-11-03,4
FREP-296897-G,2022-11-03,4
FREP-296823-G,2022-11-03,4
FREP-296855-Z,2022-03-29,1
FREP-296916-G,2022-11-03,4
FREP-296976-Z,2022-07-05,2
FREP-297037-J,2022-09-12,0
FREP-297231-Z,2022-03-31,2
FREP-296988-Z,2022-03-30,1
FREP-297076-G,2022-11-04,3
FREP-297081-G,2022-11-04,3
FREP-297127-J,2022-09-13,1
FREP-297263-G,2022-11-06,1
FREP-297229-Z,2022-03-31,2
FREP-297250-G,2022-11-06,1
FREP-297346-G,2022-11-07,3
FREP-297360-G,2022-11-07,3
FREP-297655-J,2022-09-27,3
FREP-297450-G,2022-11-08,2
FREP-297543-G,2022-11-08,2
FREP-297325-G,2022-11-07,3
FREP-297358-G,2022-11-07,3
FREP-297483-Z,2022-04-01,3
FREP-297596-J,2023-08-01,2
FREP-297663-Z,2022-02-18,0
FREP-297791-G,2022-11-11,2
FREP-297793-G,2022-11-11,2
FREP-297836-J,2022-09-24,0
FREP-297895-J,2022-09-25,3
FREP-298251-Z,2022-04-08,3
FREP-298108-Z,2022-04-05,0
FREP-298229-Z,2022-04-05,0
FREP-298402-G,2022-11-16,0
FREP-298639-J,2022-10-23,0
FREP-298707-G,2022-11-18,4
FREP-298713-G,2022-11-18,4
FREP-298496-G,2022-11-17,0
FREP-298568-G,2022-11-17,0
FREP-298679-Z,2022-04-07,3
FREP-298699-G,2022-11-18,4
FREP-298873-J,2022-10-08,1
FREP-301212-J,2022-11-05,3
FREP-301168-G,2022-12-09,3
FREP-301061-Z,2022-04-23,3
FREP-301096-J,2023-05-10,0
FREP-301308-J,2022-11-06,1
FREP-301333-J,2022-11-06,1
FREP-301349-Z,2022-04-25,0
FREP-301448-Z,2022-04-25,0
FREP-301485-G,2022-12-11,2
FREP-282700-G,2022-06-22,2
FREP-283394-J,2022-01-26,1
FREP-283099-G,2022-06-27,2
FREP-283394-Z,2022-02-07,3
FREP-283358-Z,2022-02-06,0
FREP-283483-G,2023-01-12,0
FREP-283607-G,2022-07-02,3
FREP-283443-Z,2022-04-01,3
FREP-283481-G,2022-06-30,0
FREP-283529-Z,2022-02-07,3
FREP-283612-Z,2022-02-07,3
FREP-283639-G,2022-07-02,3
FREP-283905-J,2022-02-01,2
FREP-284015-G,2022-07-07,3
FREP-284124-G,2022-07-08,1
FREP-283847-Z,2022-02-09,1
FREP-283866-J,2022-03-04,2
FREP-284143-J,2022-02-07,3
FREP-283968-Z,2022-02-09,1
FREP-284097-J,2022-02-03,2
FREP-284017-G,2022-07-07,3
FREP-284171-Z,2022-02-10,3
FREP-284215-J,2022-02-05,3
FREP-284253-J,2022-02-06,0
FREP-284396-Z,2022-02-11,4
FREP-284412-G,2022-10-12,3
FREP-284487-Z,2022-02-12,3
FREP-284212-Z,2022-02-10,3
FREP-284388-G,2022-07-11,2
FREP-284701-Z,2022-02-16,2
FREP-284812-Z,2022-02-16,2
FREP-284907-Z,2022-02-15,4
FREP-284927-G,2022-07-17,0
FREP-285053-G,2022-07-18,1
FREP-284958-Z,2022-02-15,4
FREP-285103-J,2022-07-21,3
FREP-285104-J,2022-02-16,2
FREP-285489-J,2022-02-20,3
FREP-285716-G,2022-07-21,3
FREP-285749-G,2022-07-21,3
FREP-285727-J,2022-02-23,1
FREP-285728-G,2022-07-20,4
FREP-285761-Z,2022-02-17,0
FREP-305312-J,2022-12-19,2
FREP-305385-G,2023-01-05,1
FREP-305466-G,2023-01-09,2
FREP-305277-G,2023-01-08,4
FREP-305350-J,2022-12-19,2
FREP-306041-J,2022-12-25,4
FREP-305823-J,2022-12-22,3
FREP-305868-Z,2022-05-21,1
FREP-291480-G,2022-09-16,1
FREP-291523-Z,2022-02-28,1
FREP-291692-G,2022-09-19,1
FREP-291575-J,2022-06-28,0
FREP-291482-J,2022-06-27,2
FREP-291517-G,2022-09-16,1
FREP-292051-G,2022-09-23,3
FREP-291975-Z,2022-03-01,1
FREP-292043-Z,2022-03-02,1
FREP-292093-J,2022-07-08,1
FREP-292375-Z,2022-02-18,0
FREP-292446-J,2022-07-12,4
FREP-292478-G,2022-09-27,3
FREP-292410-J,2022-07-12,4
FREP-292663-G,2022-09-28,4
FREP-292784-J,2022-07-16,2
FREP-292723-J,2022-07-15,0
FREP-293646-J,2022-07-27,1
FREP-293653-J,2022-08-03,0
FREP-293753-J,2022-07-28,2
FREP-293896-J,2022-07-30,2
FREP-293921-J,2022-07-31,4
FREP-293916-G,2022-10-11,0
FREP-293589-G,2022-10-06,1
FREP-293612-J,2022-07-29,2
FREP-293669-J,2022-07-27,1
FREP-293783-J,2023-08-16,2
FREP-293837-Z,2022-04-24,2
FREP-293853-Z,2022-03-11,1
FREP-293857-Z,2022-03-11,1
FREP-293956-G,2022-10-11,0
FREP-294177-Z,2022-03-13,1
FREP-294007-J,2022-08-02,2
FREP-294121-J,2022-08-04,4
FREP-294242-J,2022-08-31,4
FREP-293992-J,2023-02-03,1
FREP-293965-G,2022-10-11,0
FREP-293976-Z,2022-03-11,1
FREP-293979-J,2022-08-01,4
FREP-294079-G,2022-10-12,3
FREP-294161-Z,2022-03-14,1
FREP-294384-Z,2022-03-14,1
FREP-294553-J,2022-08-11,3
FREP-294254-G,2022-10-13,0
FREP-294496-Z,2022-04-01,3
FREP-294404-J,2022-08-09,3
FREP-294409-G,2022-10-14,2
FREP-294604-Z,2022-03-16,1
FREP-294885-G,2022-11-13,4
FREP-294687-J,2022-08-13,3
FREP-294715-J,2022-08-13,3
FREP-294751-G,2022-10-07,4
FREP-294850-G,2022-10-19,0
FREP-294846-J,2022-08-16,0
FREP-294615-J,2022-08-12,1
FREP-294819-Z,2022-03-17,1
FREP-288089-Z,2022-02-20,3
FREP-288160-J,2022-05-11,1
FREP-288199-G,2022-08-17,0
FREP-288112-Z,2022-02-19,1
FREP-288156-G,2022-08-17,0
FREP-288179-Z,2022-02-20,3
FREP-288288-Z,2022-02-19,1
FREP-288292-G,2022-08-17,0
FREP-288297-G,2022-08-17,0
FREP-288387-J,2022-05-13,3
FREP-288449-J,2022-05-15,3
FREP-288541-Z,2022-02-20,3
FREP-288680-Z,2022-02-20,3
FREP-288694-Z,2022-02-18,0
FREP-288558-Z,2022-02-20,3
FREP-288473-Z,2022-02-20,3
FREP-288724-Z,2022-02-21,3
FREP-288574-G,2022-08-20,1
FREP-288614-J,2022-05-17,2
FREP-288664-J,2022-05-23,3
FREP-288652-Z,2022-02-20,3
FREP-288721-Z,2022-02-20,3
FREP-288748-J,2022-05-19,2
FREP-288754-Z,2022-02-20,3
FREP-288763-J,2022-05-19,2
FREP-288861-Z,2022-02-20,3
FREP-288886-J,2022-05-21,1
FREP-288877-G,2022-08-24,2
FREP-288831-Z,2022-02-20,3
FREP-288872-Z,2022-02-23,1
FREP-288941-J,2022-05-24,1
FREP-288970-Z,2022-02-20,3
FREP-289113-J,2022-07-07,3
FREP-289258-G,2022-08-26,4
FREP-289006-G,2022-08-24,2
FREP-289315-G,2022-08-29,2
FREP-289630-J,2022-05-31,4
FREP-289319-Z,2022-03-11,1
FREP-289344-G,2022-08-27,1
FREP-289456-J,2022-06-13,3
FREP-289356-G,2022-08-28,1
FREP-289482-G,2022-08-30,4
FREP-289521-Z,2022-02-21,3
FREP-289680-J,2022-06-01,1
FREP-289611-Z,2022-02-21,3
FREP-289784-G,2022-09-01,0
FREP-289812-G,2022-09-01,0
FREP-289938-J,2022-08-08,1
FREP-289892-Z,2022-02-21,3
FREP-289982-G,2022-09-03,2
FREP-289717-G,2022-09-01,0
FREP-289879-J,2022-06-05,3
FREP-289756-Z,2022-02-18,0
FREP-289794-Z,2022-02-22,1
FREP-290016-J,2022-06-07,0
FREP-290030-Z,2022-02-22,1
FREP-290056-G,2022-09-05,3
FREP-290400-Z,2022-02-26,3
FREP-290039-Z,2022-02-17,0
FREP-290074-Z,2022-02-23,1
FREP-290091-G,2022-09-05,3
FREP-290317-J,2022-06-10,0
FREP-290194-Z,2022-02-22,1
FREP-290259-Z,2022-02-23,1
FREP-290207-G,2022-09-06,3
FREP-290231-G,2022-09-06,3
FREP-290242-G,2022-09-06,3
FREP-290255-G,2022-09-06,3
FREP-290350-G,2022-09-07,3
FREP-290398-Z,2022-02-23,1
FREP-290690-G,2022-09-09,0
FREP-290683-J,2023-08-01,2
FREP-290425-G,2022-09-07,3
FREP-290502-Z,2022-02-23,1
FREP-290737-J,2022-06-16,4
FREP-290741-G,2022-09-09,0
FREP-290976-J,2023-08-01,2
FREP-290770-J,2022-06-16,4
FREP-290796-G,2022-09-09,0
FREP-290803-Z,2022-02-24,1
FREP-290809-G,2022-09-10,2
FREP-290865-J,2022-06-17,3
FREP-290897-J,2022-06-18,2
FREP-290970-J,2023-04-25,0
FREP-290965-Z,2022-02-25,2
FREP-290801-Z,2022-02-24,1
FREP-290851-G,2022-09-10,2
FREP-290894-J,2022-06-18,2
FREP-290884-G,2022-09-11,1
FREP-291024-Z,2022-02-25,2
FREP-291061-G,2022-09-12,0
FREP-306695-J,2023-01-04,4
FREP-306558-J,2023-01-29,0
FREP-306571-Z,2022-06-13,3
FREP-306632-J,2023-01-03,0
FREP-306642-J,2023-01-03,0
FREP-306670-G,2023-01-17,1
FREP-306401-G,2023-01-16,0
FREP-306452-G,2023-01-17,1
FREP-306503-Z,2022-05-25,0
FREP-306585-Z,2022-05-27,0
FREP-306697-G,2023-01-17,1
FREP-307012-J,2023-01-07,3
FREP-306802-J,2023-01-05,1
FREP-306991-J,2023-02-22,2
FREP-306702-G,2023-01-17,1
FREP-306795-Z,2022-05-27,0
FREP-306851-Z,2022-06-25,2
FREP-307035-J,2023-01-08,4
FREP-306855-Z,2022-05-27,0
FREP-306879-Z,2022-05-27,0
FREP-306871-Z,2022-05-27,0
FREP-306995-Z,2022-05-29,3
FREP-307139-G,2023-01-20,4
FREP-307237-G,2023-01-22,0
FREP-307293-G,2023-01-22,0
FREP-307350-Z,2022-06-07,0
FREP-307721-Z,2022-06-21,4
FREP-306606-J,2023-01-03,0
FREP-306499-Z,2022-05-26,1
FREP-306578-Z,2023-06-14,2
FREP-306631-G,2023-01-17,1
FREP-306947-Z,2022-05-28,0
FREP-306973-G,2023-01-19,1
FREP-307031-G,2023-01-20,4
FREP-307181-G,2023-01-21,1
FREP-307198-J,2023-01-10,3
FREP-307169-G,2023-01-20,4
FREP-307192-Z,2022-05-30,2
FREP-307232-Z,2022-05-30,2
FREP-307469-G,2023-01-23,4
FREP-307657-J,2023-01-15,1
FREP-307642-Z,2022-06-01,1
FREP-307750-J,2023-01-16,0
FREP-308026-G,2023-01-28,3
FREP-307996-Z,2022-06-05,3
FREP-320859-J,2023-07-01,2
FREP-321323-J,2023-07-04,2
FREP-321232-Z,2022-08-11,3
FREP-320439-Z,2022-08-07,4
FREP-320695-Z,2022-08-08,1
FREP-320492-G,2023-06-03,1
FREP-306176-Z,2022-05-24,1
FREP-306193-Z,2022-05-24,1
FREP-306212-G,2023-01-14,4
FREP-306134-G,2023-01-13,0
FREP-306191-Z,2022-05-24,1
FREP-282655-Z,2022-02-02,2
FREP-282366-J,2022-01-14,1
FREP-282372-J,2022-01-14,1
FREP-282427-G,2022-06-20,2
FREP-282658-J,2022-01-17,2
FREP-282685-Z,2022-02-03,2
FREP-282770-G,2022-06-23,1
FREP-283231-J,2022-02-03,2
FREP-283175-Z,2022-02-05,3
FREP-283393-G,2022-06-29,0
FREP-283374-Z,2022-02-07,3
FREP-283507-J,2023-03-30,3
FREP-283541-J,2022-01-27,0
FREP-283598-G,2022-07-01,0
FREP-283724-J,2022-01-30,4
FREP-283581-G,2022-07-03,3
FREP-283489-J,2022-01-27,0
FREP-283508-Z,2022-02-07,3
FREP-283578-G,2022-07-01,0
FREP-283765-Z,2022-02-09,1
FREP-283863-J,2022-02-01,2
FREP-284010-G,2022-07-06,2
FREP-284154-Z,2022-02-10,3
FREP-284149-Z,2022-02-10,3
FREP-284230-J,2022-02-05,3
FREP-284462-J,2022-02-12,3
FREP-284410-Z,2022-02-12,3
FREP-284486-Z,2022-02-12,3
FREP-284427-Z,2022-02-28,1
FREP-284539-Z,2022-02-13,0
FREP-284546-Z,2022-02-13,0
FREP-284785-G,2022-07-15,0
FREP-284964-J,2022-02-15,4
FREP-285059-J,2022-02-16,2
FREP-285063-J,2022-02-26,3
FREP-285145-J,2022-03-11,1
FREP-285234-J,2022-02-18,0
FREP-285250-J,2022-02-18,0
FREP-286090-G,2022-07-25,3
FREP-286091-Z,2022-02-18,0
FREP-286173-G,2022-07-26,3
FREP-286208-J,2022-03-04,2
FREP-286209-Z,2022-02-18,0
FREP-286167-G,2022-07-26,3
FREP-286179-Z,2022-02-18,0
FREP-286232-J,2022-03-06,0
FREP-286299-J,2022-03-11,1
FREP-286245-Z,2022-02-22,1
FREP-286485-Z,2022-02-18,0
FREP-286366-Z,2022-02-18,0
FREP-286393-J,2022-03-23,0
FREP-286525-J,2022-04-04,1
FREP-286543-J,2022-04-09,3
FREP-286672-J,2022-04-13,1
FREP-286633-J,2022-04-10,0
FREP-286548-J,2022-04-05,0
FREP-286759-G,2022-08-01,4
FREP-286738-Z,2022-02-18,0
FREP-286722-G,2022-08-01,4
FREP-286946-J,2022-04-23,3
FREP-286983-J,2022-04-24,2
FREP-286985-J,2022-04-24,2
FREP-287057-Z,2022-02-18,0
FREP-287077-Z,2022-02-23,1
FREP-287032-G,2022-08-04,4
FREP-286941-Z,2022-02-18,0
FREP-286947-G,2022-08-03,0
FREP-287029-Z,2022-02-18,0
FREP-287173-Z,2022-02-18,0
FREP-287489-J,2023-08-01,2
FREP-287232-Z,2022-02-18,0
FREP-287241-Z,2022-02-18,0
FREP-287495-Z,2022-02-22,1
FREP-287365-G,2022-08-08,1
FREP-287233-Z,2022-02-18,0
FREP-287243-G,2022-08-07,4
FREP-287253-Z,2022-02-18,0
FREP-287288-Z,2022-02-18,0
FREP-287340-Z,2022-02-18,0
FREP-287453-Z,2022-02-18,0
FREP-287489-Z,2022-02-20,3
FREP-287544-G,2022-08-10,2
FREP-287549-Z,2022-02-18,0
FREP-287584-Z,2022-02-20,3
FREP-287592-J,2022-05-03,2
FREP-287649-G,2022-08-11,3
FREP-287615-Z,2022-02-18,0
FREP-287704-Z,2022-02-19,1
FREP-287710-G,2022-08-11,3
FREP-287590-Z,2022-02-18,0
FREP-287636-Z,2022-02-18,0
FREP-287719-Z,2022-02-18,0
FREP-287793-Z,2022-02-20,3
FREP-287955-G,2022-08-15,1
FREP-287751-J,2022-05-05,2
FREP-287771-G,2022-08-12,1
FREP-287797-G,2022-08-13,3
FREP-287824-Z,2022-02-19,1
FREP-287860-Z,2022-02-19,1
FREP-287883-Z,2022-02-19,1
FREP-288039-Z,2022-02-19,1
FREP-288003-G,2022-08-16,0
FREP-287956-J,2023-02-06,3
FREP-288040-J,2022-05-09,0
FREP-287987-Z,2022-02-19,1
FREP-288055-Z,2022-02-19,1
FREP-294995-J,2022-08-17,0
FREP-295041-J,2022-08-18,3
FREP-295174-J,2022-08-18,3
FREP-295201-G,2022-10-22,3
FREP-295216-G,2022-10-25,0
FREP-295156-Z,2022-04-29,0
FREP-295179-Z,2022-03-22,1
FREP-295300-G,2022-10-23,0
FREP-295291-Z,2022-03-19,1
FREP-295314-G,2022-11-12,3
FREP-295322-J,2022-08-22,2
FREP-295366-G,2022-10-23,0
FREP-295426-G,2022-10-24,1
FREP-295433-Z,2022-03-21,1
FREP-295445-Z,2022-03-21,1
FREP-295458-J,2022-08-23,2
FREP-295568-J,2022-08-25,3
FREP-295533-G,2022-10-24,1
FREP-295649-G,2022-10-24,1
FREP-295693-G,2022-10-26,2
FREP-295872-J,2022-08-28,1
FREP-295647-Z,2022-03-22,1
FREP-295651-Z,2022-03-22,1
FREP-295672-Z,2022-02-18,0
FREP-295699-G,2022-10-26,2
FREP-295733-Z,2022-04-06,4
FREP-295736-Z,2022-02-18,0
FREP-295837-J,2022-08-27,1
FREP-295861-Z,2022-05-24,1
FREP-295819-G,2022-09-06,3
FREP-295836-J,2022-08-27,1
FREP-296037-J,2022-08-31,4
FREP-296101-J,2022-09-01,0
FREP-296279-G,2022-10-31,3
FREP-296065-Z,2022-03-24,0
FREP-296139-Z,2022-03-24,0
FREP-296386-G,2022-11-01,1
FREP-296579-J,2023-04-17,1
FREP-296588-J,2023-08-01,2
FREP-296404-J,2023-02-17,2
FREP-296408-G,2022-11-01,1
FREP-296418-G,2022-11-01,1
FREP-296570-Z,2022-02-19,1
FREP-296597-Z,2022-03-28,1
FREP-296629-G,2022-11-02,1
FREP-296703-Z,2022-03-28,1
FREP-296931-J,2022-09-11,1
FREP-296775-G,2022-11-01,1
FREP-296776-G,2022-11-02,1
FREP-296907-G,2022-11-10,2
FREP-296815-G,2022-11-03,4
FREP-296865-G,2022-11-04,3
FREP-296941-Z,2022-03-29,1
FREP-296943-G,2022-11-04,3
FREP-296662-J,2022-09-08,3
FREP-296664-Z,2022-03-28,1
FREP-296746-Z,2022-03-28,1
FREP-296762-G,2022-11-02,1
FREP-296764-G,2022-11-02,1
FREP-296767-Z,2022-03-29,1
FREP-296958-G,2022-11-04,3
FREP-296857-Z,2022-04-09,3
FREP-296927-G,2022-11-04,3
FREP-296929-Z,2022-03-29,1
FREP-296939-G,2022-11-04,3
FREP-297036-J,2022-09-12,0
FREP-297045-G,2022-11-04,3
FREP-297156-G,2022-11-05,3
FREP-297241-J,2022-09-15,2
FREP-297297-G,2022-11-06,1
FREP-297140-Z,2022-03-30,1
FREP-296979-Z,2022-03-30,1
FREP-297096-Z,2022-03-30,1
FREP-297143-Z,2022-03-31,2
FREP-297196-G,2022-11-06,1
FREP-297211-Z,2022-03-31,2
FREP-297223-J,2022-09-16,1
FREP-297245-Z,2022-03-31,2
FREP-297267-Z,2022-03-31,2
FREP-297320-J,2023-03-22,3
FREP-297355-J,2022-09-16,1
FREP-297604-J,2022-09-21,3
FREP-297325-J,2022-09-16,1
FREP-297341-J,2022-09-16,1
FREP-297454-J,2022-09-18,3
FREP-297389-G,2022-11-07,3
FREP-297439-G,2022-11-08,2
FREP-297625-G,2022-11-09,4
FREP-297723-J,2022-09-23,3
FREP-297752-Z,2022-04-03,3
FREP-297862-Z,2022-04-04,1
FREP-298012-G,2022-11-13,4
FREP-297701-G,2022-11-09,4
FREP-297872-J,2022-09-25,3
FREP-297786-Z,2022-04-04,1
FREP-298173-J,2022-09-29,4
FREP-298343-Z,2022-04-06,4
FREP-298670-Z,2022-04-07,3
FREP-298706-G,2022-11-18,4
FREP-298856-J,2022-10-08,1
FREP-299336-G,2022-11-23,2
FREP-299436-Z,2022-04-11,1
FREP-299121-G,2022-11-21,2
FREP-299215-G,2022-11-23,2
FREP-300245-Z,2022-04-18,1
FREP-300349-G,2023-01-05,1
FREP-300371-J,2022-10-26,2
FREP-300554-G,2022-12-05,2
FREP-300582-Z,2022-04-24,2
FREP-300536-Z,2022-04-20,2
FREP-301089-J,2022-11-03,4
FREP-301097-J,2022-11-03,4
FREP-301383-J,2022-11-07,3
FREP-301351-J,2022-11-06,1
FREP-272720-G,2022-02-18,0
FREP-272503-G,2022-03-10,1
FREP-272589-G,2022-03-23,0
FREP-272772-Z,2021-12-03,3
FREP-272905-G,2022-03-11,1
FREP-273018-G,2022-03-11,1
FREP-272814-G,2022-02-18,0
FREP-272824-G,2022-03-10,1
FREP-272900-Z,2021-12-03,3
FREP-273076-Z,2021-12-05,2
FREP-273097-G,2022-03-12,4
FREP-273247-G,2022-03-14,1
FREP-273179-J,2021-09-19,3
FREP-273220-G,2022-03-17,1
FREP-273269-G,2022-03-15,1
FREP-273383-Z,2021-12-06,3
FREP-273542-G,2022-05-13,3
FREP-273571-Z,2021-12-07,3
FREP-273588-Z,2021-12-07,3
FREP-273620-Z,2021-12-07,3
FREP-273728-Z,2021-12-08,3
FREP-273516-J,2021-09-22,4
FREP-273518-Z,2021-12-07,3
FREP-273715-G,2022-03-19,1
FREP-274066-J,2021-11-03,0
FREP-273859-J,2021-09-28,2
FREP-273889-J,2021-10-31,4
FREP-273828-J,2021-09-28,2
FREP-274060-Z,2022-01-28,4
FREP-273936-Z,2021-12-09,4
FREP-273951-G,2022-03-22,1
FREP-274313-Z,2021-12-10,1
FREP-274140-G,2022-03-24,0
FREP-274213-G,2022-03-28,1
FREP-274143-Z,2021-12-10,1
FREP-274403-Z,2021-12-11,4
FREP-274376-Z,2021-12-11,4
FREP-274400-Z,2021-12-11,4
FREP-274469-J,2021-10-06,4
FREP-274744-J,2021-10-10,3
FREP-274476-J,2021-10-05,1
FREP-274773-J,2021-12-26,4
FREP-274495-Z,2021-12-13,2
FREP-274731-J,2021-10-09,4
FREP-274542-Z,2021-12-13,2
FREP-274586-G,2022-03-30,1
FREP-274490-Z,2021-12-12,3
FREP-274568-G,2022-03-30,1
FREP-274733-Z,2021-12-21,3
FREP-274681-G,2022-03-30,1
FREP-274894-Z,2021-12-15,3
FREP-275037-J,2021-10-13,1
FREP-275003-J,2021-10-13,1
FREP-275105-J,2022-11-09,4
FREP-274918-G,2022-04-01,3
FREP-275239-G,2022-04-04,1
FREP-275482-G,2022-04-06,4
FREP-275200-Z,2021-12-17,1
FREP-275278-J,2021-10-16,3
FREP-275453-Z,2021-12-19,0
FREP-291616-G,2022-09-17,3
FREP-291682-J,2022-06-30,0
FREP-291792-G,2022-09-20,4
FREP-291572-G,2022-09-17,3
FREP-291642-G,2022-09-18,3
FREP-291620-G,2022-09-17,3
FREP-291483-Z,2022-02-27,2
FREP-291492-G,2022-09-16,1
FREP-291541-G,2022-09-16,1
FREP-291625-J,2022-06-29,0
FREP-291774-Z,2022-03-01,1
FREP-291784-J,2022-07-01,0
FREP-291844-Z,2022-03-01,1
FREP-292124-J,2022-07-07,3
FREP-292061-J,2023-08-01,2
FREP-291859-J,2022-07-02,3
FREP-291981-Z,2022-03-01,1
FREP-291992-Z,2022-03-01,1
FREP-292039-Z,2022-03-01,1
FREP-292091-Z,2022-03-02,1
FREP-292112-Z,2022-03-02,1
FREP-292113-G,2022-12-01,4
FREP-292309-J,2022-07-10,1
FREP-292189-G,2022-09-24,0
FREP-292618-J,2022-07-14,4
FREP-292612-G,2022-09-28,4
FREP-292624-G,2022-09-28,4
FREP-292664-G,2022-09-29,4
FREP-292697-G,2022-09-28,4
FREP-292722-G,2022-09-29,4
FREP-292981-J,2022-07-28,2
FREP-292967-Z,2022-03-07,3
FREP-293009-G,2022-10-01,1
FREP-292958-G,2022-09-30,2
FREP-293071-G,2022-10-02,1
FREP-293399-J,2022-08-31,4
FREP-293853-J,2022-07-29,2
FREP-293852-J,2022-07-31,4
FREP-293738-Z,2022-03-10,1
FREP-293824-Z,2022-03-11,1
FREP-294227-J,2022-08-04,4
FREP-294012-G,2022-10-11,0
FREP-294099-Z,2022-03-12,4
FREP-293948-J,2022-08-01,4
FREP-294095-Z,2022-03-12,4
FREP-294235-Z,2022-06-01,1
FREP-294410-Z,2022-03-16,1
FREP-294960-G,2022-10-19,0
FREP-294847-G,2022-10-19,0
FREP-294650-Z,2022-03-16,1
FREP-294978-Z,2022-03-17,1
FREP-288093-J,2022-05-10,3
FREP-288183-J,2022-05-18,0
FREP-288302-Z,2022-02-19,1
FREP-288231-J,2022-05-11,1
FREP-288188-Z,2022-02-19,1
FREP-288227-Z,2022-02-19,1
FREP-288582-G,2022-08-20,1
FREP-288675-J,2022-05-19,2
FREP-288433-G,2022-08-18,3
FREP-288471-G,2022-08-19,3
FREP-288557-Z,2022-02-24,1
FREP-288653-J,2022-05-18,0
FREP-288833-G,2022-08-23,2
FREP-288984-Z,2022-02-21,3
FREP-289006-J,2022-07-25,3
FREP-289115-G,2022-08-25,3
FREP-289064-J,2022-05-24,1
FREP-289050-Z,2022-02-21,3
FREP-289463-G,2022-08-29,2
FREP-289338-J,2022-05-26,1
FREP-289381-Z,2022-02-21,3
FREP-289508-G,2022-08-30,4
FREP-289628-Z,2022-03-30,1
FREP-289688-Z,2022-02-21,3
FREP-289789-J,2022-06-03,3
FREP-289794-J,2022-06-03,3
FREP-290122-Z,2022-02-23,1
FREP-290367-Z,2022-05-09,0
FREP-290399-G,2022-09-07,3
FREP-290444-G,2022-09-07,3
FREP-290467-J,2022-06-13,3
FREP-290522-G,2022-09-08,3
FREP-290641-G,2022-09-08,3
FREP-290620-Z,2022-02-23,1
FREP-290729-Z,2022-02-24,1
FREP-290771-G,2022-09-09,0
FREP-290800-J,2022-06-17,3
FREP-290971-J,2022-06-19,0
FREP-290795-Z,2022-02-24,1
FREP-290890-Z,2022-02-24,1
FREP-290969-J,2022-06-27,2
FREP-291037-J,2022-06-20,2
FREP-280368-J,2021-12-15,3
FREP-280121-J,2022-04-02,1
FREP-280239-G,2022-05-26,1
FREP-279973-G,2022-05-25,0
FREP-279973-J,2021-12-10,1
FREP-280039-J,2021-12-12,3
FREP-280356-Z,2022-01-21,0
FREP-280006-Z,2022-01-19,4
FREP-280062-J,2021-12-11,4
FREP-280114-Z,2022-01-19,4
FREP-280174-J,2021-12-13,2
FREP-280332-Z,2022-01-20,2
FREP-280417-J,2021-12-15,3
FREP-280452-Z,2022-01-21,0
FREP-280549-Z,2022-01-21,0
FREP-280684-J,2021-12-20,1
FREP-280694-J,2021-12-20,1
FREP-280706-G,2022-06-01,1
FREP-280430-J,2023-01-20,4
FREP-280390-Z,2022-01-21,0
FREP-280520-J,2021-12-16,0
FREP-280541-Z,2022-01-21,0
FREP-280651-Z,2022-01-22,0
FREP-280669-Z,2022-01-22,0
FREP-280704-G,2022-06-01,1
FREP-280913-G,2022-06-04,2
FREP-281001-G,2022-06-05,3
FREP-280754-Z,2022-01-23,0
FREP-280765-Z,2022-01-24,4
FREP-280870-J,2022-03-17,1
FREP-280877-G,2022-06-03,3
FREP-280880-G,2022-06-03,3
FREP-280941-G,2022-06-04,2
FREP-281296-J,2022-01-08,3
FREP-281104-G,2022-06-06,4
FREP-281268-J,2021-12-28,2
FREP-281387-G,2022-06-09,0
FREP-281286-J,2021-12-28,2
FREP-281398-J,2022-01-18,3
FREP-281174-Z,2022-01-28,4
FREP-281188-Z,2022-01-25,0
FREP-281203-Z,2022-01-25,0
FREP-281214-Z,2022-01-25,0
FREP-281222-Z,2022-01-25,0
