Incident Reference,date,fold
FREP-285074-G,2022-07-18,2
FREP-285168-Z,2022-02-16,2
FREP-285259-Z,2022-02-16,2
FREP-285477-Z,2022-02-16,2
FREP-285345-Z,2022-02-17,4
FREP-285349-Z,2022-02-16,2
FREP-285360-G,2022-07-19,4
FREP-285368-Z,2022-02-16,2
FREP-285919-G,2022-07-23,3
FREP-286121-Z,2022-02-18,0
FREP-286154-Z,2022-02-18,0
FREP-286338-Z,2022-02-18,0
FREP-286363-Z,2022-02-18,0
FREP-286447-Z,2022-02-18,0
FREP-286870-Z,2022-02-18,0
FREP-286864-Z,2022-02-18,0
FREP-286916-Z,2022-02-18,0
FREP-287070-Z,2022-02-18,0
FREP-287010-Z,2022-02-18,0
FREP-287043-Z,2022-02-18,0
FREP-287096-Z,2022-02-18,0
FREP-287145-Z,2022-02-19,1
FREP-287196-Z,2022-02-18,0
FREP-287278-Z,2022-02-18,0
FREP-287224-Z,2022-02-18,0
FREP-287240-Z,2022-03-17,0
FREP-287435-Z,2022-02-27,4
FREP-287502-Z,2022-02-18,0
FREP-287653-Z,2022-02-19,1
FREP-287735-Z,2022-02-20,2
FREP-287555-G,2022-08-11,2
FREP-287593-Z,2022-02-18,0
FREP-287600-Z,2022-02-18,0
FREP-287618-Z,2022-02-23,1
FREP-287884-Z,2022-02-19,1
FREP-287996-Z,2022-03-16,3
FREP-288000-Z,2022-02-19,1
FREP-287827-Z,2022-02-23,1
FREP-287962-Z,2022-02-19,1
FREP-287887-Z,2022-02-19,1
FREP-287907-Z,2022-02-19,1
FREP-288002-Z,2022-02-20,2
FREP-288045-Z,2022-02-19,1
FREP-302741-G,2022-12-19,4
FREP-303274-Z,2022-05-07,1
FREP-303842-Z,2022-05-11,3
FREP-304246-G,2022-12-31,1
FREP-304032-Z,2022-05-12,1
FREP-304263-G,2022-12-31,1
FREP-305345-Z,2022-05-19,3
FREP-241249-Z,2021-06-07,1
FREP-245218-Z,2021-06-26,0
FREP-245941-Z,2021-06-30,0
FREP-246571-Z,2021-07-03,3
FREP-248291-Z,2021-07-12,0
FREP-248769-Z,2021-07-15,1
FREP-249249-Z,2021-07-17,1
FREP-249524-Z,2021-07-19,4
FREP-249723-Z,2021-07-19,4
FREP-250112-Z,2021-07-21,4
FREP-257441-Z,2021-08-25,3
FREP-258699-G,2021-11-27,4
FREP-258735-G,2021-11-27,4
FREP-259014-G,2021-11-30,2
FREP-259544-G,2021-12-05,0
FREP-261745-G,2021-12-29,1
FREP-262006-Z,2021-09-27,3
FREP-262015-Z,2021-09-27,3
FREP-262129-Z,2021-09-27,3
FREP-21909-U,2023-07-15,3
FREP-250979-Z,2021-07-24,3
FREP-251025-G,2021-05-20,3
FREP-251256-G,2021-05-22,1
FREP-251092-G,2021-05-23,1
FREP-251053-G,2021-05-21,3
FREP-308149-Z,2022-06-06,0
FREP-311424-G,2023-03-02,3
FREP-312062-Z,2022-06-25,3
FREP-312165-G,2023-03-10,2
FREP-312424-Z,2022-06-27,2
FREP-312431-Z,2022-06-27,2
FREP-312494-Z,2022-06-28,0
FREP-312497-G,2023-03-13,2
FREP-312506-G,2023-03-13,2
FREP-312975-G,2023-03-16,4
FREP-313092-Z,2022-07-01,0
FREP-313352-Z,2022-07-02,3
FREP-313384-Z,2022-07-02,3
FREP-314370-Z,2022-07-07,1
FREP-314682-Z,2022-07-10,1
FREP-314870-Z,2022-07-11,0
FREP-314933-Z,2022-07-11,0
FREP-315124-Z,2022-07-12,0
FREP-315268-Z,2023-05-26,4
FREP-315503-G,2023-04-12,4
FREP-315414-G,2023-04-12,4
FREP-315906-Z,2022-07-15,0
FREP-315988-Z,2022-07-16,3
FREP-316484-Z,2022-07-18,2
FREP-316800-Z,2022-07-19,4
FREP-316615-Z,2022-07-19,4
FREP-316832-Z,2022-07-19,4
FREP-316730-Z,2022-07-19,4
FREP-316925-G,2023-04-27,4
FREP-317537-Z,2022-07-22,4
FREP-317370-Z,2022-07-21,1
FREP-307284-Z,2022-05-31,1
FREP-307859-G,2023-01-26,4
FREP-321296-G,2023-06-11,4
FREP-306247-G,2023-01-14,3
FREP-282389-G,2022-06-19,4
FREP-283068-G,2022-06-26,2
FREP-285087-G,2022-07-18,2
FREP-285338-G,2022-07-19,4
FREP-285450-G,2022-07-20,3
FREP-285502-Z,2022-02-17,4
FREP-285314-G,2022-07-19,4
FREP-285372-G,2022-07-19,4
FREP-285646-G,2022-07-19,4
FREP-285783-G,2022-07-19,4
FREP-285650-Z,2022-02-17,4
FREP-285851-Z,2022-02-17,4
FREP-285657-G,2022-07-21,1
FREP-285877-Z,2022-02-18,0
FREP-286015-Z,2022-02-18,0
FREP-286139-Z,2022-02-18,0
FREP-286419-Z,2022-02-18,0
FREP-286409-Z,2022-02-18,0
FREP-286441-Z,2022-02-18,0
FREP-286398-Z,2022-02-20,2
FREP-286453-Z,2022-02-18,0
FREP-286529-Z,2022-02-18,0
FREP-286538-Z,2022-02-18,0
FREP-286624-Z,2022-02-25,3
FREP-286705-Z,2022-02-18,0
FREP-286621-Z,2022-02-18,0
FREP-295558-Z,2022-03-21,1
FREP-295327-G,2022-10-23,2
FREP-298405-G,2022-11-27,4
FREP-298682-Z,2022-04-07,3
FREP-289681-G,2022-08-31,4
FREP-265029-G,2022-01-31,4
FREP-265570-Z,2021-10-20,3
FREP-265713-Z,2021-10-20,3
FREP-276083-G,2022-04-13,1
FREP-252889-G,2021-06-17,2
FREP-252853-G,2021-06-17,2
FREP-251494-Z,2021-07-27,2
FREP-352628-Z,2023-01-14,3
FREP-354824-Z,2023-01-24,3
FREP-355209-Z,2023-01-25,0
FREP-358102-Z,2023-02-10,3
FREP-363303-Z,2023-03-13,2
FREP-363280-Z,2023-03-13,2
FREP-9437-O,2022-02-18,0
FREP-9547-O,2022-02-21,4
FREP-9420-O,2022-02-22,1
FREP-9444-O,2022-02-18,0
FREP-9430-O,2022-02-18,0
FREP-9486-O,2022-02-18,0
FREP-9980-O,2022-04-01,0
FREP-83925-V,2023-03-13,2
FREP-5473-I,2022-10-05,4
FREP-63333-V,2021-07-06,2
FREP-63322-V,2021-07-06,2
FREP-66143-V,2021-08-05,1
FREP-6601-I,2023-03-13,2
FREP-6619-I,2023-03-13,2
FREP-66614-V,2021-08-10,2
FREP-336982-Z,2022-10-29,0
FREP-337444-Z,2022-10-31,3
FREP-339447-Z,2022-11-30,0
FREP-383630-Z,2023-07-05,4
FREP-383277-Z,2023-07-04,2
FREP-383283-Z,2023-07-04,2
FREP-383450-Z,2023-07-05,4
FREP-383434-Z,2023-07-05,4
FREP-385522-Z,2023-07-15,3
FREP-385546-Z,2023-07-15,3
FREP-385750-Z,2023-07-16,1
FREP-385974-Z,2023-07-19,2
FREP-386682-Z,2023-07-22,2
FREP-386769-Z,2023-07-23,1
FREP-387870-Z,2023-07-27,2
FREP-387542-Z,2023-07-26,3
FREP-387634-Z,2023-07-27,2
FREP-396672-Z,2023-09-09,2
FREP-396910-Z,2023-09-11,2
FREP-397232-Z,2023-09-12,2
FREP-378417-Z,2023-06-12,3
FREP-380081-Z,2023-06-20,3
FREP-381288-Z,2023-06-25,2
FREP-381144-Z,2023-06-25,2
FREP-381164-Z,2023-06-25,2
FREP-381216-Z,2023-06-25,2
FREP-382070-Z,2023-06-29,2
FREP-382075-Z,2023-06-29,2
FREP-382077-Z,2023-06-29,2
FREP-382093-Z,2023-06-29,2
FREP-349289-Z,2022-12-28,2
FREP-349988-Z,2022-12-31,1
FREP-349837-Z,2022-12-30,4
FREP-325304-G,2023-07-16,1
FREP-325439-Z,2022-08-31,4
FREP-326241-G,2023-07-22,2
FREP-327148-Z,2022-09-08,2
FREP-10356-O,2022-05-19,3
FREP-341941-Z,2022-11-22,1
FREP-295207-Z,2022-03-18,3
FREP-295209-Z,2022-03-18,3
FREP-295307-G,2022-10-23,2
FREP-295874-G,2022-10-27,3
FREP-348317-Z,2022-12-19,4
FREP-331552-G,2023-09-04,4
FREP-331951-G,2023-09-07,1
FREP-331956-G,2023-09-07,1
FREP-335744-Z,2022-10-23,2
FREP-335756-Z,2022-10-23,2
FREP-333392-G,2023-09-19,4
FREP-333395-G,2023-09-19,4
FREP-331112-Z,2022-09-29,2
FREP-331294-G,2023-09-02,1
FREP-315469-G,2023-04-12,4
FREP-316163-G,2023-04-19,1
FREP-316332-Z,2022-07-18,2
FREP-316577-Z,2022-07-19,4
FREP-316436-Z,2022-07-18,2
FREP-316572-Z,2022-07-19,4
FREP-316775-Z,2022-07-19,4
FREP-316854-Z,2022-07-19,4
FREP-316687-Z,2022-07-19,4
FREP-316724-Z,2022-07-19,4
FREP-316883-Z,2022-07-19,4
FREP-316892-Z,2022-07-19,4
FREP-316933-G,2023-04-28,3
FREP-317008-Z,2022-07-20,3
FREP-319310-G,2023-05-22,4
FREP-302885-G,2022-12-20,0
FREP-305077-G,2023-01-07,3
FREP-304955-G,2023-01-06,2
FREP-305225-G,2023-01-08,0
FREP-305989-G,2023-01-12,0
FREP-305966-G,2023-01-12,0
FREP-306077-G,2023-01-14,3
FREP-276690-G,2022-04-24,3
FREP-277149-Z,2022-01-02,1
FREP-21927-U,2023-07-16,1
FREP-229233-Z,2021-04-05,3
FREP-229866-Z,2021-04-08,2
FREP-277983-G,2022-05-06,3
FREP-263557-Z,2021-10-06,1
FREP-263699-Z,2021-10-06,1
FREP-265506-Z,2021-10-19,2
FREP-307901-Z,2022-06-05,1
FREP-289067-G,2022-08-25,1
FREP-289131-Z,2022-02-21,4
FREP-289391-Z,2022-02-23,1
FREP-289505-Z,2022-02-22,1
FREP-289542-Z,2022-02-21,4
FREP-289687-Z,2022-02-21,4
FREP-289385-Z,2022-02-21,4
FREP-289399-Z,2022-02-21,4
FREP-289504-Z,2022-02-21,4
FREP-289859-J,2022-06-04,3
FREP-289880-Z,2022-02-22,1
FREP-289728-Z,2022-02-21,4
FREP-289777-G,2022-09-02,4
FREP-290184-G,2022-09-05,3
FREP-290215-Z,2022-02-22,1
FREP-290064-Z,2022-02-22,1
FREP-290172-Z,2022-02-22,1
FREP-290231-Z,2022-02-18,0
FREP-290303-Z,2022-02-23,1
FREP-290525-G,2022-09-08,2
FREP-290580-Z,2022-02-23,1
FREP-290674-Z,2022-02-24,3
FREP-290731-G,2022-09-09,0
FREP-291000-Z,2022-02-25,3
FREP-290791-G,2022-09-09,0
FREP-290824-G,2022-09-10,4
FREP-311399-G,2023-03-02,3
FREP-323179-G,2023-06-28,3
FREP-323085-Z,2022-08-19,2
FREP-325456-G,2023-07-16,1
FREP-325760-G,2023-07-20,4
FREP-326361-Z,2022-09-05,3
FREP-326322-G,2023-07-23,1
FREP-327304-Z,2022-09-08,2
FREP-328041-G,2023-08-05,2
FREP-328757-G,2023-08-11,1
FREP-63912-C,2022-05-24,0
FREP-63456-V,2021-07-06,2
FREP-67143-V,2021-08-15,1
FREP-67969-V,2021-08-24,1
FREP-68177-V,2021-08-26,0
FREP-282317-G,2022-06-19,4
FREP-285168-G,2022-07-19,4
FREP-285504-Z,2022-02-16,2
FREP-285394-Z,2022-02-16,2
FREP-285762-G,2022-07-21,1
FREP-285570-Z,2022-02-17,4
FREP-285920-Z,2022-02-18,0
FREP-286893-Z,2022-02-18,0
FREP-286728-Z,2022-02-21,4
FREP-286731-Z,2022-02-18,0
FREP-286800-Z,2022-02-18,0
FREP-287167-Z,2022-02-18,0
FREP-286938-Z,2022-02-19,1
FREP-287208-Z,2022-02-19,1
FREP-287357-Z,2022-02-18,0
FREP-287565-Z,2022-02-21,4
FREP-287611-Z,2022-02-18,0
FREP-287656-Z,2022-02-23,1
FREP-287523-Z,2022-02-18,0
FREP-287567-Z,2022-02-20,2
FREP-287577-Z,2022-02-19,1
FREP-287602-Z,2022-02-18,0
FREP-287675-Z,2022-03-02,2
FREP-287711-Z,2022-02-18,0
FREP-287769-Z,2022-02-19,1
FREP-287788-Z,2022-02-19,1
FREP-287797-Z,2022-02-18,0
FREP-287934-Z,2022-02-19,1
FREP-287941-Z,2022-02-19,1
FREP-287809-G,2022-08-13,0
FREP-288054-Z,2022-02-23,1
FREP-287972-Z,2022-02-19,1
FREP-68764-V,2021-09-06,0
FREP-69127-V,2021-09-08,3
FREP-70904-V,2021-09-30,2
FREP-71071-V,2021-10-02,3
FREP-70941-V,2021-10-01,4
FREP-7116-I,2023-05-28,0
FREP-71424-V,2021-10-05,0
FREP-72080-C,2023-03-10,2
FREP-73906-V,2021-10-29,2
FREP-4538-I,2022-02-18,0
FREP-47105-C,2021-05-08,4
FREP-50276-C,2021-07-18,2
FREP-51947-C,2021-09-15,3
FREP-53055-C,2021-09-28,4
FREP-253674-G,2021-07-06,2
FREP-253677-G,2021-07-06,2
FREP-253648-G,2021-07-05,0
FREP-253701-G,2021-07-06,2
FREP-253741-Z,2021-08-05,1
FREP-254361-G,2021-07-23,0
FREP-254793-Z,2021-08-11,2
FREP-254668-G,2021-08-01,3
FREP-254746-Z,2021-08-11,2
FREP-255086-G,2021-08-20,3
FREP-255185-Z,2021-08-13,4
FREP-255578-G,2021-09-08,3
FREP-255574-G,2021-09-08,3
FREP-255653-G,2021-09-12,3
FREP-252265-Z,2021-07-30,0
FREP-252634-G,2021-06-14,0
FREP-252749-Z,2021-08-01,3
FREP-253027-Z,2021-08-03,1
FREP-252635-G,2021-06-14,0
FREP-252663-Z,2021-08-01,3
FREP-256175-G,2021-10-03,3
FREP-256261-Z,2021-08-19,4
FREP-243415-Z,2021-06-18,0
FREP-243154-Z,2021-06-17,2
FREP-244686-Z,2021-06-23,3
FREP-245305-Z,2021-06-27,3
FREP-246757-Z,2021-07-04,4
FREP-249991-Z,2021-07-21,4
FREP-250187-G,2021-05-04,1
FREP-256720-G,2021-10-21,2
FREP-256779-G,2021-10-22,2
FREP-256882-Z,2021-08-22,3
FREP-257349-G,2021-11-12,3
FREP-259158-G,2021-12-01,2
FREP-259540-G,2021-12-05,0
FREP-259634-Z,2021-09-08,3
FREP-259757-Z,2021-09-09,2
FREP-259823-G,2021-12-07,1
FREP-259832-G,2021-12-07,1
FREP-260169-Z,2021-09-13,4
FREP-260406-Z,2021-09-15,3
FREP-260958-Z,2021-09-19,0
FREP-260956-Z,2021-09-20,4
FREP-268554-G,2022-02-19,1
FREP-268560-G,2022-02-19,1
FREP-268649-Z,2021-11-12,3
FREP-269169-G,2022-02-23,1
FREP-269206-G,2022-02-20,2
FREP-269100-G,2022-02-20,2
FREP-269169-J,2021-07-25,3
FREP-269187-G,2022-02-20,2
FREP-269360-G,2022-02-21,4
FREP-269432-G,2022-02-21,4
FREP-269237-G,2022-02-20,2
FREP-269465-G,2022-02-21,4
FREP-269582-G,2022-02-21,4
FREP-269614-G,2022-02-20,2
FREP-269827-G,2022-02-21,4
FREP-269718-G,2022-02-22,1
FREP-269760-G,2022-02-28,4
FREP-269988-G,2022-02-22,1
FREP-270149-G,2022-02-22,1
FREP-270127-G,2022-02-22,1
FREP-270209-G,2022-02-22,1
FREP-270097-G,2022-02-23,1
FREP-270357-G,2022-02-23,1
FREP-270311-G,2022-02-18,0
FREP-270754-G,2022-02-24,3
FREP-270800-G,2022-02-25,3
FREP-271006-G,2022-02-25,3
FREP-270767-G,2022-02-24,3
FREP-270793-G,2022-02-24,3
FREP-271053-G,2022-02-26,0
FREP-271115-G,2022-02-25,3
FREP-271242-G,2022-02-27,4
FREP-271171-G,2022-02-26,0
FREP-271357-G,2022-02-27,4
FREP-271666-G,2022-03-02,2
FREP-271835-Z,2021-11-28,4
FREP-271853-G,2022-03-17,0
FREP-272228-G,2022-02-19,1
FREP-272200-Z,2021-11-30,2
FREP-272631-Z,2021-12-02,3
FREP-272647-G,2022-03-08,3
FREP-272644-G,2022-03-08,3
FREP-272992-G,2022-03-12,2
FREP-273227-G,2022-03-14,1
FREP-273605-G,2022-02-22,1
FREP-273611-Z,2021-12-07,1
FREP-273640-Z,2021-12-07,1
FREP-274242-Z,2021-12-10,4
FREP-274776-G,2022-03-31,1
FREP-274863-G,2022-04-01,0
FREP-275041-G,2022-04-02,4
FREP-365414-Z,2023-03-23,4
FREP-364833-Z,2023-03-21,4
FREP-365643-Z,2023-03-24,1
FREP-365750-Z,2023-03-25,2
FREP-368606-Z,2023-04-12,4
FREP-368745-Z,2023-04-13,0
FREP-371084-Z,2023-04-28,3
FREP-372363-Z,2023-05-08,3
FREP-373026-Z,2023-05-10,4
FREP-372693-Z,2023-05-09,4
FREP-373144-Z,2023-05-11,2
FREP-373988-Z,2023-05-19,1
FREP-375190-Z,2023-05-23,3
FREP-375702-Z,2023-05-25,0
FREP-375481-Z,2023-05-24,2
FREP-376042-Z,2023-05-30,4
FREP-376166-Z,2023-05-30,4
FREP-377111-Z,2023-06-05,3
FREP-377804-Z,2023-06-09,3
FREP-377843-Z,2023-06-09,3
FREP-378064-Z,2023-06-10,4
FREP-378506-Z,2023-06-12,3
FREP-378735-Z,2023-06-14,2
FREP-380189-Z,2023-06-20,3
FREP-380098-Z,2023-06-20,3
FREP-380677-Z,2023-06-22,4
FREP-380023-Z,2023-06-20,3
FREP-380070-Z,2023-06-20,3
FREP-380211-Z,2023-06-20,3
FREP-380495-Z,2023-06-21,0
FREP-380909-Z,2023-07-02,2
FREP-382185-Z,2023-06-29,2
FREP-382084-Z,2023-06-29,2
FREP-382866-Z,2023-07-04,2
FREP-382072-Z,2023-06-29,2
FREP-382805-Z,2023-07-03,1
FREP-383311-Z,2023-07-04,2
FREP-384518-Z,2023-07-11,2
FREP-384536-Z,2023-07-16,1
FREP-385392-Z,2023-07-14,4
FREP-385626-Z,2023-07-15,3
FREP-385649-Z,2023-07-15,3
FREP-385667-Z,2023-07-16,1
FREP-385705-Z,2023-07-15,3
FREP-385453-Z,2023-07-14,4
FREP-385195-Z,2023-07-13,1
FREP-385598-Z,2023-07-15,3
FREP-385817-Z,2023-07-16,1
FREP-385834-Z,2023-07-16,1
FREP-386179-Z,2023-07-19,2
FREP-385832-Z,2023-07-16,1
FREP-385934-Z,2023-07-15,3
FREP-387514-Z,2023-07-26,3
FREP-387243-Z,2023-07-05,4
FREP-387599-Z,2023-07-27,2
FREP-387614-Z,2023-07-27,2
FREP-388827-Z,2023-08-01,4
FREP-389883-Z,2023-08-05,2
FREP-389222-Z,2023-08-03,0
FREP-389887-Z,2023-08-05,2
FREP-389949-Z,2023-08-06,0
FREP-389823-Z,2023-08-05,2
FREP-389476-Z,2023-08-03,0
FREP-389993-Z,2023-08-06,0
FREP-390120-Z,2023-08-07,3
FREP-391386-Z,2023-08-12,2
FREP-393158-Z,2023-08-22,0
FREP-394584-Z,2023-08-29,2
FREP-395056-Z,2023-08-31,2
FREP-3968-I,2021-11-04,0
FREP-397529-Z,2023-09-13,4
FREP-398337-Z,2023-09-17,0
FREP-398437-Z,2023-09-18,0
FREP-398826-Z,2023-09-20,3
FREP-398528-Z,2023-09-18,0
FREP-398489-Z,2023-09-18,0
FREP-398804-Z,2023-09-20,3
FREP-399705-Z,2023-09-28,4
FREP-352951-Z,2023-01-16,4
FREP-353232-Z,2023-01-17,0
FREP-359285-Z,2023-02-18,1
FREP-362916-Z,2023-03-11,2
FREP-363160-Z,2023-03-13,2
FREP-363154-Z,2023-03-13,2
FREP-362628-Z,2023-03-10,2
FREP-362634-Z,2023-03-10,2
FREP-363141-Z,2023-03-13,2
FREP-363241-Z,2023-03-13,2
FREP-363316-Z,2023-03-13,2
FREP-363526-Z,2023-03-13,2
FREP-363319-Z,2023-03-13,2
FREP-363467-Z,2023-03-13,2
FREP-363510-Z,2023-03-13,2
FREP-363645-Z,2023-03-14,0
FREP-351736-Z,2023-01-10,1
FREP-247323-Z,2021-07-07,2
FREP-248586-Z,2021-07-14,4
FREP-250007-Z,2021-07-20,2
FREP-250176-G,2021-05-04,1
FREP-250178-G,2021-05-04,1
FREP-250192-G,2021-05-04,1
FREP-250216-G,2021-05-05,4
FREP-250643-Z,2021-07-23,0
FREP-251126-G,2021-05-21,3
FREP-259794-G,2021-12-07,1
FREP-388949-Z,2023-08-02,0
FREP-389766-Z,2023-08-05,2
FREP-398409-Z,2023-09-17,0
FREP-398517-Z,2023-09-18,0
FREP-398383-Z,2023-09-17,0
FREP-399064-Z,2023-09-24,3
FREP-68735-V,2021-09-05,0
FREP-68878-C,2022-12-06,4
FREP-71107-V,2021-10-02,3
FREP-7146-I,2023-05-30,4
FREP-72074-C,2023-03-10,2
FREP-72220-C,2023-03-13,2
FREP-72335-C,2023-03-14,0
FREP-74017-V,2021-10-31,1
FREP-4419-I,2022-02-17,4
FREP-4441-I,2022-02-18,0
FREP-4450-I,2022-02-18,0
FREP-49008-C,2021-06-15,0
FREP-53244-C,2021-09-29,4
FREP-331984-G,2023-09-08,4
FREP-332290-G,2023-09-11,2
FREP-332661-Z,2022-10-07,0
FREP-332834-Z,2022-10-08,1
FREP-333070-G,2023-09-18,0
FREP-335315-Z,2022-10-21,3
FREP-335926-Z,2022-10-24,1
FREP-333401-G,2023-09-19,4
FREP-333359-G,2023-09-19,4
FREP-333429-G,2023-09-20,3
FREP-331116-Z,2022-09-29,2
FREP-331172-Z,2022-09-29,2
FREP-264482-G,2022-01-27,1
FREP-281836-Z,2022-01-29,4
FREP-282259-G,2022-06-19,4
FREP-267304-G,2022-02-18,0
FREP-267491-G,2022-02-18,0
FREP-267467-G,2022-02-18,0
FREP-267386-G,2022-02-18,0
FREP-267424-Z,2021-10-31,1
FREP-267405-G,2022-02-18,0
FREP-267441-Z,2021-10-31,1
FREP-267426-G,2022-02-18,0
FREP-267550-Z,2021-10-31,1
FREP-267461-G,2022-02-24,3
FREP-267487-Z,2021-10-31,1
FREP-267624-G,2022-02-18,0
FREP-267766-G,2022-02-19,1
FREP-267747-G,2022-02-18,0
FREP-267790-G,2022-02-20,2
FREP-267554-G,2022-02-18,0
FREP-267684-G,2022-02-18,0
FREP-267845-G,2022-02-18,0
FREP-267899-G,2022-02-22,1
FREP-267949-G,2022-02-19,1
FREP-268189-G,2022-02-19,1
FREP-268194-G,2022-02-19,1
FREP-268083-G,2022-02-18,0
FREP-267998-G,2022-02-22,1
FREP-268174-G,2022-02-19,1
FREP-268491-G,2022-02-19,1
FREP-268263-Z,2021-11-04,0
FREP-268265-G,2022-02-19,1
FREP-268322-G,2022-02-19,1
FREP-268373-G,2022-02-19,1
FREP-268410-G,2022-02-20,2
FREP-268490-G,2022-02-20,2
FREP-266249-G,2022-02-13,0
FREP-266619-G,2022-02-16,2
FREP-266636-G,2022-02-16,2
FREP-279325-G,2022-05-19,3
FREP-279345-G,2022-05-19,3
FREP-256691-Z,2021-08-21,4
FREP-256645-Z,2021-08-21,4
FREP-256648-Z,2021-08-21,4
FREP-337918-Z,2022-11-02,1
FREP-371458-Z,2023-05-01,2
FREP-379645-Z,2023-06-19,4
FREP-380120-Z,2023-06-20,3
FREP-381110-Z,2023-06-24,2
FREP-381299-Z,2023-06-25,2
FREP-345673-Z,2022-12-11,4
FREP-345674-Z,2022-12-11,4
FREP-346064-Z,2022-12-13,3
FREP-347815-Z,2022-12-20,0
FREP-348231-Z,2022-12-21,0
FREP-348424-Z,2022-12-22,1
FREP-349422-Z,2022-12-28,2
FREP-349996-Z,2022-12-31,1
FREP-350013-Z,2022-12-31,1
FREP-362660-Z,2023-03-10,2
FREP-363635-Z,2023-03-14,0
FREP-351367-Z,2023-01-08,0
FREP-351192-Z,2023-01-07,3
FREP-268816-G,2022-02-22,1
FREP-268751-G,2022-02-19,1
FREP-268741-G,2022-02-18,0
FREP-268771-G,2022-02-19,1
FREP-268918-G,2022-02-18,0
FREP-269152-G,2022-02-20,2
FREP-269254-G,2022-02-20,2
FREP-269289-G,2022-02-20,2
FREP-269354-G,2022-02-21,4
FREP-269520-G,2022-02-25,3
FREP-269233-G,2022-02-21,4
FREP-269581-G,2022-02-21,4
FREP-269771-G,2022-02-21,4
FREP-269782-G,2022-02-21,4
FREP-269847-G,2022-02-21,4
FREP-270102-G,2022-02-20,2
FREP-270274-G,2022-02-22,1
FREP-270215-G,2022-02-22,1
FREP-270447-G,2022-02-23,1
FREP-270587-G,2022-02-24,3
FREP-270329-G,2022-02-23,1
FREP-270518-G,2022-02-23,1
FREP-270619-G,2022-02-24,3
FREP-270634-G,2022-02-24,3
FREP-270772-G,2022-02-24,3
FREP-271009-G,2022-02-25,3
FREP-270638-G,2022-02-24,3
FREP-270791-G,2022-02-24,3
FREP-271048-G,2022-02-25,3
FREP-271046-G,2022-02-25,3
FREP-271512-G,2022-02-28,4
FREP-271583-G,2022-03-01,0
FREP-271609-Z,2021-11-27,4
FREP-271502-Z,2021-11-26,0
FREP-271586-Z,2021-11-27,4
FREP-271720-Z,2021-11-27,4
FREP-271823-Z,2021-11-28,4
FREP-272355-G,2022-03-06,0
FREP-272307-Z,2021-11-30,2
FREP-272753-G,2022-03-09,0
FREP-273103-Z,2021-12-05,0
FREP-273184-Z,2021-12-06,3
FREP-273597-Z,2021-12-07,1
FREP-273609-Z,2021-12-07,1
FREP-309005-Z,2022-06-10,2
FREP-309882-Z,2022-06-15,0
FREP-312217-G,2023-03-10,2
FREP-312461-G,2023-03-13,2
FREP-315017-G,2023-04-08,2
FREP-315093-Z,2022-07-11,0
FREP-315102-Z,2022-07-12,0
FREP-315529-G,2023-04-13,0
FREP-316694-Z,2022-07-19,4
FREP-316704-Z,2022-07-19,4
FREP-317268-G,2023-05-02,3
FREP-317434-Z,2022-07-22,4
FREP-324024-G,2023-07-04,2
FREP-323905-G,2023-07-04,2
FREP-324140-Z,2022-08-25,1
FREP-322018-Z,2022-08-15,0
FREP-322256-G,2023-06-18,4
FREP-321541-Z,2022-08-12,3
FREP-321567-Z,2022-08-12,3
FREP-321595-Z,2022-08-13,0
FREP-295000-Z,2022-05-16,2
FREP-297541-G,2022-11-07,2
FREP-298408-G,2022-11-16,2
FREP-298380-Z,2022-04-06,1
FREP-298673-Z,2022-04-08,4
FREP-298483-Z,2022-04-07,3
FREP-298594-Z,2022-04-07,3
FREP-298616-G,2022-11-17,0
FREP-298676-Z,2022-04-07,3
FREP-299092-G,2022-12-19,4
FREP-299519-G,2022-11-24,2
FREP-301410-G,2022-12-11,4
FREP-301479-G,2022-12-12,3
FREP-301542-G,2022-12-11,4
FREP-282314-G,2022-06-19,4
FREP-282581-G,2022-06-21,0
FREP-283221-Z,2022-02-06,3
FREP-283237-Z,2022-02-06,3
FREP-283318-Z,2022-02-06,3
FREP-283355-G,2022-06-29,2
FREP-284175-G,2022-07-01,0
FREP-284248-G,2022-07-09,2
FREP-285099-G,2022-07-18,2
FREP-285242-G,2022-07-19,4
FREP-285510-Z,2022-02-16,2
FREP-285809-Z,2022-02-17,4
FREP-285933-Z,2022-02-18,0
FREP-285951-G,2022-07-23,3
FREP-286295-Z,2022-02-18,0
FREP-286319-G,2022-07-19,4
FREP-286156-Z,2022-02-18,0
FREP-286190-G,2022-07-26,3
FREP-286228-Z,2022-02-18,0
FREP-286310-Z,2022-02-18,0
FREP-286475-Z,2022-02-20,2
FREP-286403-Z,2022-02-19,1
FREP-286449-Z,2022-02-18,0
FREP-286486-Z,2022-02-18,0
FREP-286487-Z,2022-02-18,0
FREP-286767-Z,2022-02-18,0
FREP-286778-G,2022-08-02,4
FREP-286760-Z,2022-02-18,0
FREP-286797-Z,2022-02-18,0
FREP-286845-Z,2022-02-18,0
FREP-286876-Z,2022-02-19,1
FREP-286936-Z,2022-02-18,0
FREP-287176-Z,2022-02-18,0
FREP-287132-Z,2022-02-18,0
FREP-287158-Z,2022-02-20,2
FREP-287041-Z,2022-02-18,0
FREP-287142-Z,2022-02-18,0
FREP-287213-Z,2022-02-19,1
FREP-287257-Z,2022-02-21,4
FREP-287410-Z,2022-02-18,0
FREP-287631-G,2022-08-11,2
